"idx","wojewodztwo"
"2402","podlaskie"
"2403","podlaskie"
"2404","podlaskie"
"2405","podlaskie"
"2406","podlaskie"
"2407","podlaskie"
"2408","podlaskie"
"2409","podlaskie"
"2410","podlaskie"
"2411","podlaskie"
"2412","podlaskie"
"2413","podlaskie"
"2414","śląskie"
"2415","śląskie"
"2416","śląskie"
"2417","śląskie"
"2418","warmińsko-mazurskie"
"2419","warmińsko-mazurskie"
"2420","podlaskie"
"2421","podlaskie"
"2422","podlaskie"
"2423","podkarpackie"
"2424","śląskie"
"2425","świętokrzyskie"
"2426","pomorskie"
"2427","pomorskie"
"2428","warmińsko-mazurskie"
"2429","warmińsko-mazurskie"
"2430","warmińsko-mazurskie"
"2431","podlaskie"
"2432","podlaskie"
"2433","podlaskie"
"2434","podkarpackie"
"2435","podkarpackie"
"2436","podkarpackie"
"2437","podkarpackie"
"2438","podkarpackie"
"2439","pomorskie"
"2440","pomorskie"
"2441","pomorskie"
"2442","pomorskie"
"2443","świętokrzyskie"
"2444","warmińsko-mazurskie"
"2445","warmińsko-mazurskie"
"2446","warmińsko-mazurskie"
"2447","podlaskie"
"2448","podlaskie"
"2449","podlaskie"
"2450","podkarpackie"
"2451","podkarpackie"
"2452","podkarpackie"
"2453","podkarpackie"
"2454","pomorskie"
"2455","pomorskie"
"2456","pomorskie"
"2457","pomorskie"
"2458","warmińsko-mazurskie"
"2459","warmińsko-mazurskie"
"2460","warmińsko-mazurskie"
"2461","warmińsko-mazurskie"
"2462","podlaskie"
"2463","podlaskie"
"2464","podlaskie"
"2465","podlaskie"
"2466","podlaskie"
"2467","podlaskie"
"2468","podkarpackie"
"2469","podkarpackie"
"2470","podkarpackie"
"2471","podkarpackie"
"2472","podkarpackie"
"2473","podkarpackie"
"2474","pomorskie"
"2475","pomorskie"
"2476","pomorskie"
"2477","świętokrzyskie"
"2478","świętokrzyskie"
"2479","świętokrzyskie"
"2480","świętokrzyskie"
"2481","podlaskie"
"2482","podlaskie"
"2483","podlaskie"
"2484","podkarpackie"
"2485","podkarpackie"
"2486","podkarpackie"
"2487","pomorskie"
"2488","pomorskie"
"2489","pomorskie"
"2490","pomorskie"
"2491","pomorskie"
"2492","pomorskie"
"2493","pomorskie"
"2494","warmińsko-mazurskie"
"2495","warmińsko-mazurskie"
"2496","podlaskie"
"2497","podlaskie"
"2498","podlaskie"
"2499","podlaskie"
"2500","podkarpackie"
"2501","podkarpackie"
"2502","podkarpackie"
"2503","podkarpackie"
"2504","pomorskie"
"2505","pomorskie"
"2506","pomorskie"
"2507","pomorskie"
"2508","warmińsko-mazurskie"
"2509","warmińsko-mazurskie"
"2510","warmińsko-mazurskie"
"2511","warmińsko-mazurskie"
"2512","podlaskie"
"2513","podlaskie"
"2514","podlaskie"
"2515","podlaskie"
"2516","podkarpackie"
"2517","podkarpackie"
"2518","podkarpackie"
"2519","pomorskie"
"2520","pomorskie"
"2521","pomorskie"
"2522","pomorskie"
"2523","świętokrzyskie"
"2524","świętokrzyskie"
"2525","świętokrzyskie"
"2526","świętokrzyskie"
"2527","podlaskie"
"2528","podlaskie"
"2529","podlaskie"
"2530","podlaskie"
"2531","podlaskie"
"2532","podkarpackie"
"2533","podkarpackie"
"2534","podkarpackie"
"2535","podkarpackie"
"2536","pomorskie"
"2537","pomorskie"
"2538","pomorskie"
"2539","warmińsko-mazurskie"
"2540","warmińsko-mazurskie"
"2541","warmińsko-mazurskie"
"2542","warmińsko-mazurskie"
"2543","warmińsko-mazurskie"
"2544","podlaskie"
"2545","podlaskie"
"2546","podkarpackie"
"2547","podkarpackie"
"2548","podkarpackie"
"2549","podkarpackie"
"2550","pomorskie"
"2551","pomorskie"
"2552","warmińsko-mazurskie"
"2553","warmińsko-mazurskie"
"2554","warmińsko-mazurskie"
"2555","podlaskie"
"2556","podlaskie"
"2557","podlaskie"
"2558","wielkopolskie"
"2559","wielkopolskie"
"2560","wielkopolskie"
"2561","zachodniopomorskie"
"2562","zachodniopomorskie"
"2563","zachodniopomorskie"
"2564","zachodniopomorskie"
"2565","zachodniopomorskie"
"2566","zachodniopomorskie"
"2567","zachodniopomorskie"
"2568","zachodniopomorskie"
"2569","zachodniopomorskie"
"2570","zachodniopomorskie"
"2571","zachodniopomorskie"
"2572","zachodniopomorskie"
"2573","zachodniopomorskie"
"2574","zachodniopomorskie"
"2575","wielkopolskie"
"2576","wielkopolskie"
"2577","wielkopolskie"
"2578","wielkopolskie"
"2579","wielkopolskie"
"2580","zachodniopomorskie"
"2581","zachodniopomorskie"
"2582","zachodniopomorskie"
"2583","zachodniopomorskie"
"2584","zachodniopomorskie"
"2585","zachodniopomorskie"
"2586","zachodniopomorskie"
"2587","zachodniopomorskie"
"2588","zachodniopomorskie"
"2589","zachodniopomorskie"
"2590","zachodniopomorskie"
"2591","zachodniopomorskie"
"2592","zachodniopomorskie"
"2593","zachodniopomorskie"
"2594","zachodniopomorskie"
"2595","zachodniopomorskie"
"2596","wielkopolskie"
"2597","wielkopolskie"
"2598","wielkopolskie"
"2599","zachodniopomorskie"
"2600","zachodniopomorskie"
"2601","zachodniopomorskie"
"2602","zachodniopomorskie"
"2603","zachodniopomorskie"
"2604","zachodniopomorskie"
"2605","zachodniopomorskie"
"2606","zachodniopomorskie"
"2607","zachodniopomorskie"
"2608","wielkopolskie"
"2609","wielkopolskie"
"2610","wielkopolskie"
"2611","wielkopolskie"
"2612","wielkopolskie"
"2613","zachodniopomorskie"
"2614","zachodniopomorskie"
"2615","zachodniopomorskie"
"2616","zachodniopomorskie"
"2617","zachodniopomorskie"
"2618","zachodniopomorskie"
"2619","zachodniopomorskie"
"2620","zachodniopomorskie"
"2621","zachodniopomorskie"
"2622","zachodniopomorskie"
"2623","zachodniopomorskie"
"2624","zachodniopomorskie"
"2625","wielkopolskie"
"2626","świętokrzyskie"
"2627","zachodniopomorskie"
"2628","zachodniopomorskie"
"2629","zachodniopomorskie"
"2630","zachodniopomorskie"
"2631","wielkopolskie"
"2632","zachodniopomorskie"
"2633","zachodniopomorskie"
"2634","zachodniopomorskie"
"2635","zachodniopomorskie"
"2636","zachodniopomorskie"
"2637","zachodniopomorskie"
"2638","zachodniopomorskie"
"2639","zachodniopomorskie"
"2640","zachodniopomorskie"
"2641","zachodniopomorskie"
"2642","zachodniopomorskie"
"2643","wielkopolskie"
"2644","wielkopolskie"
"2645","wielkopolskie"
"2646","wielkopolskie"
"2647","wielkopolskie"
"2648","zachodniopomorskie"
"2649","zachodniopomorskie"
"2650","zachodniopomorskie"
"2651","zachodniopomorskie"
"2652","zachodniopomorskie"
"2653","zachodniopomorskie"
"2654","zachodniopomorskie"
"2655","wielkopolskie"
"2656","wielkopolskie"
"2657","wielkopolskie"
"2658","wielkopolskie"
"2659","wielkopolskie"
"2660","zachodniopomorskie"
"2661","zachodniopomorskie"
"2662","zachodniopomorskie"
"2663","wielkopolskie"
"2664","wielkopolskie"
"2665","wielkopolskie"
"2666","łódzkie"
"2667","łódzkie"
"2668","wielkopolskie"
"2669","łódzkie"
"2670","zachodniopomorskie"
"2671","zachodniopomorskie"
"2672","zachodniopomorskie"
"2673","zachodniopomorskie"
"2674","wielkopolskie"
"2675","wielkopolskie"
"2676","wielkopolskie"
"2677","wielkopolskie"
"2678","wielkopolskie"
"2679","małopolskie"
"2680","małopolskie"
"2681","zachodniopomorskie"
"2682","zachodniopomorskie"
"2683","zachodniopomorskie"
"2684","zachodniopomorskie"
"2685","zachodniopomorskie"
"2686","zachodniopomorskie"
"2687","zachodniopomorskie"
"2688","wielkopolskie"
"2689","wielkopolskie"
"2690","wielkopolskie"
"2691","wielkopolskie"
"2692","wielkopolskie"
"2693","wielkopolskie"
"2694","wielkopolskie"
"2695","mazowieckie"
"2696","mazowieckie"
"2697","małopolskie"
"2698","małopolskie"
"2699","małopolskie"
"2700","świętokrzyskie"
"2701","zachodniopomorskie"
"2702","zachodniopomorskie"
"2703","wielkopolskie"
"2704","wielkopolskie"
"2705","wielkopolskie"
"2706","wielkopolskie"
"2707","wielkopolskie"
"2708","wielkopolskie"
"2709","wielkopolskie"
"2710","wielkopolskie"
"2711","wielkopolskie"
"2712","podkarpackie"
"2713","małopolskie"
"2714","małopolskie"
"2715","zachodniopomorskie"
"2716","zachodniopomorskie"
"2717","zachodniopomorskie"
"2718","zachodniopomorskie"
"2719","wielkopolskie"
"2720","wielkopolskie"
"2721","wielkopolskie"
"2722","wielkopolskie"
"2723","wielkopolskie"
"2724","wielkopolskie"
"2725","wielkopolskie"
"2726","wielkopolskie"
"2727","małopolskie"
"2728","podlaskie"
"2729","podlaskie"
"2730","zachodniopomorskie"
"2731","zachodniopomorskie"
"2732","zachodniopomorskie"
"2733","zachodniopomorskie"
"2734","zachodniopomorskie"
"2735","zachodniopomorskie"
"2736","zachodniopomorskie"
"2737","wielkopolskie"
"2738","wielkopolskie"
"2739","wielkopolskie"
"2740","wielkopolskie"
"2741","wielkopolskie"
"2742","opolskie"
"2743","opolskie"
"2744","podlaskie"
"2745","podkarpackie"
"2746","zachodniopomorskie"
"2747","zachodniopomorskie"
"2748","zachodniopomorskie"
"2749","wielkopolskie"
"2750","wielkopolskie"
"2751","wielkopolskie"
"2752","wielkopolskie"
"2753","wielkopolskie"
"2754","wielkopolskie"
"2755","małopolskie"
"2756","małopolskie"
"2757","podkarpackie"
"2758","zachodniopomorskie"
"2759","zachodniopomorskie"
"2760","zachodniopomorskie"
"2761","zachodniopomorskie"
"2762","zachodniopomorskie"
"2763","wielkopolskie"
"2764","wielkopolskie"
"2765","wielkopolskie"
"2766","wielkopolskie"
"2767","wielkopolskie"
"2768","wielkopolskie"
"2769","wielkopolskie"
"2770","wielkopolskie"
"2771","podkarpackie"
"2772","podkarpackie"
"2773","podkarpackie"
"2774","zachodniopomorskie"
"2775","zachodniopomorskie"
"2776","zachodniopomorskie"
"2777","zachodniopomorskie"
"2778","zachodniopomorskie"
"2779","wielkopolskie"
"2780","wielkopolskie"
"2781","wielkopolskie"
"2782","wielkopolskie"
"2783","wielkopolskie"
"2784","opolskie"
"2785","śląskie"
"2786","zachodniopomorskie"
"2787","zachodniopomorskie"
"2788","zachodniopomorskie"
"2789","zachodniopomorskie"
"2790","warmińsko-mazurskie"
"2791","warmińsko-mazurskie"
"2792","warmińsko-mazurskie"
"2793","warmińsko-mazurskie"
"2794","wielkopolskie"
"2795","wielkopolskie"
"2796","wielkopolskie"
"2797","wielkopolskie"
"2798","wielkopolskie"
"2799","wielkopolskie"
"2800","wielkopolskie"
"2801","warmińsko-mazurskie"
"2802","warmińsko-mazurskie"
"2803","warmińsko-mazurskie"
"2804","warmińsko-mazurskie"
"2805","warmińsko-mazurskie"
"2806","wielkopolskie"
"2807","wielkopolskie"
"2808","wielkopolskie"
"2809","wielkopolskie"
"2810","wielkopolskie"
"2811","wielkopolskie"
"2812","wielkopolskie"
"2813","wielkopolskie"
"2814","wielkopolskie"
"2815","warmińsko-mazurskie"
"2816","warmińsko-mazurskie"
"2817","warmińsko-mazurskie"
"2818","warmińsko-mazurskie"
"2819","warmińsko-mazurskie"
"2820","warmińsko-mazurskie"
"2821","warmińsko-mazurskie"
"2822","warmińsko-mazurskie"
"2823","warmińsko-mazurskie"
"2824","wielkopolskie"
"2825","wielkopolskie"
"2826","wielkopolskie"
"2827","wielkopolskie"
"2828","wielkopolskie"
"2829","wielkopolskie"
"2830","warmińsko-mazurskie"
"2831","warmińsko-mazurskie"
"2832","warmińsko-mazurskie"
"2833","warmińsko-mazurskie"
"2834","warmińsko-mazurskie"
"2835","warmińsko-mazurskie"
"2836","warmińsko-mazurskie"
"2837","warmińsko-mazurskie"
"2838","warmińsko-mazurskie"
"2839","warmińsko-mazurskie"
"2840","warmińsko-mazurskie"
"2841","wielkopolskie"
"2842","wielkopolskie"
"2843","wielkopolskie"
"2844","wielkopolskie"
"2845","wielkopolskie"
"2846","wielkopolskie"
"2847","wielkopolskie"
"2848","wielkopolskie"
"2849","wielkopolskie"
"2850","warmińsko-mazurskie"
"2851","warmińsko-mazurskie"
"2852","warmińsko-mazurskie"
"2853","warmińsko-mazurskie"
"2854","warmińsko-mazurskie"
"2855","warmińsko-mazurskie"
"2856","świętokrzyskie"
"2857","wielkopolskie"
"2858","wielkopolskie"
"2859","wielkopolskie"
"2860","wielkopolskie"
"2861","wielkopolskie"
"2862","warmińsko-mazurskie"
"2863","warmińsko-mazurskie"
"2864","warmińsko-mazurskie"
"2865","warmińsko-mazurskie"
"2866","warmińsko-mazurskie"
"2867","warmińsko-mazurskie"
"2868","warmińsko-mazurskie"
"2869","świętokrzyskie"
"2870","świętokrzyskie"
"2871","świętokrzyskie"
"2872","świętokrzyskie"
"2873","wielkopolskie"
"2874","wielkopolskie"
"2875","wielkopolskie"
"2876","wielkopolskie"
"2877","wielkopolskie"
"2878","wielkopolskie"
"2879","warmińsko-mazurskie"
"2880","warmińsko-mazurskie"
"2881","warmińsko-mazurskie"
"2882","świętokrzyskie"
"2883","świętokrzyskie"
"2884","świętokrzyskie"
"2885","świętokrzyskie"
"2886","świętokrzyskie"
"2887","wielkopolskie"
"2888","wielkopolskie"
"2889","wielkopolskie"
"2890","wielkopolskie"
"2891","wielkopolskie"
"2892","wielkopolskie"
"2893","wielkopolskie"
"2894","wielkopolskie"
"2895","warmińsko-mazurskie"
"2896","warmińsko-mazurskie"
"2897","warmińsko-mazurskie"
"2898","świętokrzyskie"
"2899","świętokrzyskie"
"2900","świętokrzyskie"
"2901","świętokrzyskie"
"2902","wielkopolskie"
"2903","wielkopolskie"
"2904","wielkopolskie"
"2905","wielkopolskie"
"2906","wielkopolskie"
"2907","wielkopolskie"
"2908","wielkopolskie"
"2909","zachodniopomorskie"
"2910","świętokrzyskie"
"2911","świętokrzyskie"
"2912","świętokrzyskie"
"2913","świętokrzyskie"
"2914","świętokrzyskie"
"2915","świętokrzyskie"
"2916","wielkopolskie"
"2917","wielkopolskie"
"2918","wielkopolskie"
"2919","wielkopolskie"
"2920","wielkopolskie"
"2921","wielkopolskie"
"2922","wielkopolskie"
"2923","wielkopolskie"
"2924","świętokrzyskie"
"2925","świętokrzyskie"
"2926","świętokrzyskie"
"2927","świętokrzyskie"
"2928","świętokrzyskie"
"2929","świętokrzyskie"
"2930","świętokrzyskie"
"2931","świętokrzyskie"
"2932","wielkopolskie"
"2933","wielkopolskie"
"2934","wielkopolskie"
"2935","wielkopolskie"
"2936","wielkopolskie"
"2937","świętokrzyskie"
"2938","warmińsko-mazurskie"
"2939","warmińsko-mazurskie"
"2940","warmińsko-mazurskie"
"2941","warmińsko-mazurskie"
"2942","świętokrzyskie"
"2943","świętokrzyskie"
"2944","świętokrzyskie"
"2945","wielkopolskie"
"2946","wielkopolskie"
"2947","wielkopolskie"
"2948","wielkopolskie"
"2949","wielkopolskie"
"2950","wielkopolskie"
"2951","wielkopolskie"
"2952","zachodniopomorskie"
"2953","zachodniopomorskie"
"2954","zachodniopomorskie"
"2955","wielkopolskie"
"2956","wielkopolskie"
"2957","wielkopolskie"
"2958","wielkopolskie"
"2959","wielkopolskie"
"2960","warmińsko-mazurskie"
"2961","warmińsko-mazurskie"
"2962","warmińsko-mazurskie"
"2963","warmińsko-mazurskie"
"2964","wielkopolskie"
"2965","wielkopolskie"
"2966","wielkopolskie"
"2967","wielkopolskie"
"2968","wielkopolskie"
"2969","wielkopolskie"
"2970","wielkopolskie"
"2971","wielkopolskie"
"2972","wielkopolskie"
"2973","wielkopolskie"
"2974","wielkopolskie"
"2975","wielkopolskie"
"2976","wielkopolskie"
"2977","wielkopolskie"
"2978","warmińsko-mazurskie"
"2979","warmińsko-mazurskie"
"2980","warmińsko-mazurskie"
"2981","warmińsko-mazurskie"
"2982","warmińsko-mazurskie"
"2983","warmińsko-mazurskie"
"2984","warmińsko-mazurskie"
"2985","warmińsko-mazurskie"
"2986","warmińsko-mazurskie"
"2987","wielkopolskie"
"2988","wielkopolskie"
"2989","wielkopolskie"
"2990","wielkopolskie"
"2991","wielkopolskie"
"2992","wielkopolskie"
"2993","wielkopolskie"
"2994","wielkopolskie"
"2995","wielkopolskie"
"2996","wielkopolskie"
"2997","wielkopolskie"
"2998","wielkopolskie"
"2999","wielkopolskie"
"3000","wielkopolskie"
"3001","wielkopolskie"
"3002","wielkopolskie"
"3003","wielkopolskie"
"3004","wielkopolskie"
"3005","wielkopolskie"
"3006","wielkopolskie"
"3007","wielkopolskie"
"3008","wielkopolskie"
"3009","wielkopolskie"
"3010","wielkopolskie"
"3011","wielkopolskie"
"3012","wielkopolskie"
"3013","wielkopolskie"
"3014","wielkopolskie"
"3015","wielkopolskie"
"3016","wielkopolskie"
"3017","wielkopolskie"
"3018","warmińsko-mazurskie"
"3019","warmińsko-mazurskie"
"3020","warmińsko-mazurskie"
"3021","warmińsko-mazurskie"
"3022","wielkopolskie"
"3023","wielkopolskie"
"3024","wielkopolskie"
"3025","wielkopolskie"
"3026","wielkopolskie"
"3027","wielkopolskie"
"3028","wielkopolskie"
"3029","wielkopolskie"
"3030","warmińsko-mazurskie"
"3031","wielkopolskie"
"3032","warmińsko-mazurskie"
"3033","warmińsko-mazurskie"
"3034","warmińsko-mazurskie"
"3035","warmińsko-mazurskie"
"3036","warmińsko-mazurskie"
"3037","warmińsko-mazurskie"
"3038","warmińsko-mazurskie"
"3039","warmińsko-mazurskie"
"3040","wielkopolskie"
"3041","wielkopolskie"
"3042","wielkopolskie"
"3043","wielkopolskie"
"3044","wielkopolskie"
"3045","wielkopolskie"
"3046","wielkopolskie"
"3047","wielkopolskie"
"3048","wielkopolskie"
"3049","warmińsko-mazurskie"
"3050","warmińsko-mazurskie"
"3051","warmińsko-mazurskie"
"3052","warmińsko-mazurskie"
"3053","warmińsko-mazurskie"
"3054","warmińsko-mazurskie"
"3055","warmińsko-mazurskie"
"3056","łódzkie"
"3057","łódzkie"
"3058","wielkopolskie"
"3059","łódzkie"
"3060","dolnośląskie"
"3061","lubelskie"
"3062","lubelskie"
"3063","lubuskie"
"3064","lubuskie"
"3065","zachodniopomorskie"
"3066","zachodniopomorskie"
"3067","zachodniopomorskie"
"3068","wielkopolskie"
"3069","wielkopolskie"
"3070","wielkopolskie"
"3071","dolnośląskie"
"3072","dolnośląskie"
"3073","dolnośląskie"
"3074","lubelskie"
"3075","wielkopolskie"
"3076","lubuskie"
"3077","lubuskie"
"3078","łódzkie"
"3079","małopolskie"
"3080","małopolskie"
"3081","dolnośląskie"
"3082","dolnośląskie"
"3083","wielkopolskie"
"3084","wielkopolskie"
"3085","lubuskie"
"3086","wielkopolskie"
"3087","małopolskie"
"3088","małopolskie"
"3089","małopolskie"
"3090","dolnośląskie"
"3091","dolnośląskie"
"3092","dolnośląskie"
"3093","kujawsko-pomorskie"
"3094","kujawsko-pomorskie"
"3095","kujawsko-pomorskie"
"3096","wielkopolskie"
"3097","wielkopolskie"
"3098","mazowieckie"
"3099","podkarpackie"
"3100","dolnośląskie"
"3101","dolnośląskie"
"3102","kujawsko-pomorskie"
"3103","kujawsko-pomorskie"
"3104","wielkopolskie"
"3105","wielkopolskie"
"3106","podkarpackie"
"3107","pomorskie"
"3108","zachodniopomorskie"
"3109","pomorskie"
"3110","dolnośląskie"
"3111","lubuskie"
"3112","lubuskie"
"3113","lubuskie"
"3114","lubuskie"
"3115","opolskie"
"3116","opolskie"
"3117","kujawsko-pomorskie"
"3118","podkarpackie"
"3119","zachodniopomorskie"
"3120","lubelskie"
"3121","warmińsko-mazurskie"
"3122","warmińsko-mazurskie"
"3123","wielkopolskie"
"3124","zachodniopomorskie"
"3125","zachodniopomorskie"
"3126","lubuskie"
"3127","lubuskie"
"3128","podkarpackie"
"3129","świętokrzyskie"
"3130","lubelskie"
"3131","lubelskie"
"3132","lubelskie"
"3133","śląskie"
"3134","śląskie"
"3135","śląskie"
"3136","śląskie"
"3137","opolskie"
"3138","opolskie"
"3139","świętokrzyskie"
"3140","lubelskie"
"3141","lubuskie"
"3142","lubuskie"
"3143","lubelskie"
"3144","lubelskie"
"3145","lubelskie"
"3146","pomorskie"
"3147","pomorskie"
"3148","wielkopolskie"
"3149","wielkopolskie"
"3150","wielkopolskie"
"3151","lubuskie"
"3152","lubuskie"
"3153","lubelskie"
"3154","lubelskie"
"3155","pomorskie"
"3156","śląskie"
"3157","wielkopolskie"
"3158","wielkopolskie"
"3159","wielkopolskie"
"3160","dolnośląskie"
"3161","lubuskie"
"3162","lubuskie"
"3163","lubelskie"
"3164","mazowieckie"
"3165","śląskie"
"3166","śląskie"
"3167","kujawsko-pomorskie"
"3168","pomorskie"
"3169","pomorskie"
"3170","lubuskie"
"3171","lubuskie"
"3172","zachodniopomorskie"
"3173","łódzkie"
"3174","podkarpackie"
"3175","podkarpackie"
"3176","podkarpackie"
"3177","pomorskie"
"3178","warmińsko-mazurskie"
"3179","lubuskie"
"3180","lubuskie"
"3181","lubuskie"
"3182","lubuskie"
"3183","lubuskie"
"3184","lubuskie"
"3185","lubuskie"
"3186","łódzkie"
"3187","łódzkie"
"3188","łódzkie"
"3189","śląskie"
"3190","śląskie"
"3191","warmińsko-mazurskie"
"3192","wielkopolskie"
"3193","lubuskie"
"3194","lubuskie"
"3195","łódzkie"
"3196","łódzkie"
"3197","śląskie"
"3198","świętokrzyskie"
"3199","pomorskie"
"3200","pomorskie"
"3201","wielkopolskie"
"3202","lubelskie"
"3203","lubuskie"
"3204","lubuskie"
"3205","lubuskie"
"3206","zachodniopomorskie"
"3207","łódzkie"
"3208","łódzkie"
"3209","łódzkie"
"3210","świętokrzyskie"
"3211","warmińsko-mazurskie"
"3212","lubelskie"
"3213","lubelskie"
"3214","lubelskie"
"3215","lubuskie"
"3216","lubuskie"
"3217","łódzkie"
"3218","łódzkie"
"3219","łódzkie"
"3220","śląskie"
"3221","śląskie"
"3222","śląskie"
"3223","lubelskie"
"3224","lubelskie"
"3225","lubelskie"
"3226","małopolskie"
"3227","małopolskie"
"3228","małopolskie"
"3229","łódzkie"
"3230","podkarpackie"
"3231","podlaskie"
"3232","dolnośląskie"
"3233","dolnośląskie"
"3234","małopolskie"
"3235","małopolskie"
"3236","małopolskie"
"3237","małopolskie"
"3238","małopolskie"
"3239","małopolskie"
"3240","podlaskie"
"3241","zachodniopomorskie"
"3242","dolnośląskie"
"3243","dolnośląskie"
"3244","małopolskie"
"3245","małopolskie"
"3246","podkarpackie"
"3247","małopolskie"
"3248","małopolskie"
"3249","małopolskie"
"3250","lubelskie"
"3251","dolnośląskie"
"3252","dolnośląskie"
"3253","dolnośląskie"
"3254","kujawsko-pomorskie"
"3255","podkarpackie"
"3256","małopolskie"
"3257","małopolskie"
"3258","małopolskie"
"3259","dolnośląskie"
"3260","dolnośląskie"
"3261","dolnośląskie"
"3262","kujawsko-pomorskie"
"3263","śląskie"
"3264","śląskie"
"3265","małopolskie"
"3266","małopolskie"
"3267","dolnośląskie"
"3268","dolnośląskie"
"3269","dolnośląskie"
"3270","kujawsko-pomorskie"
"3271","kujawsko-pomorskie"
"3272","małopolskie"
"3273","śląskie"
"3274","świętokrzyskie"
"3275","małopolskie"
"3276","małopolskie"
"3277","małopolskie"
"3278","dolnośląskie"
"3279","dolnośląskie"
"3280","kujawsko-pomorskie"
"3281","kujawsko-pomorskie"
"3282","kujawsko-pomorskie"
"3283","kujawsko-pomorskie"
"3284","świętokrzyskie"
"3285","świętokrzyskie"
"3286","mazowieckie"
"3287","mazowieckie"
"3288","mazowieckie"
"3289","dolnośląskie"
"3290","dolnośląskie"
"3291","kujawsko-pomorskie"
"3292","kujawsko-pomorskie"
"3293","świętokrzyskie"
"3294","mazowieckie"
"3295","mazowieckie"
"3296","mazowieckie"
"3297","mazowieckie"
"3298","zachodniopomorskie"
"3299","dolnośląskie"
"3300","dolnośląskie"
"3301","kujawsko-pomorskie"
"3302","dolnośląskie"
"3303","mazowieckie"
"3304","mazowieckie"
"3305","zachodniopomorskie"
"3306","zachodniopomorskie"
"3307","dolnośląskie"
"3308","dolnośląskie"
"3309","dolnośląskie"
"3310","dolnośląskie"
"3311","kujawsko-pomorskie"
"3312","kujawsko-pomorskie"
"3313","mazowieckie"
"3314","mazowieckie"
"3315","mazowieckie"
"3316","zachodniopomorskie"
"3317","zachodniopomorskie"
"3318","zachodniopomorskie"
"3319","zachodniopomorskie"
"3320","zachodniopomorskie"
"3321","zachodniopomorskie"
"3322","dolnośląskie"
"3323","dolnośląskie"
"3324","kujawsko-pomorskie"
"3325","kujawsko-pomorskie"
"3326","kujawsko-pomorskie"
"3327","mazowieckie"
"3328","mazowieckie"
"3329","zachodniopomorskie"
"3330","zachodniopomorskie"
"3331","zachodniopomorskie"
"3332","dolnośląskie"
"3333","dolnośląskie"
"3334","kujawsko-pomorskie"
"3335","kujawsko-pomorskie"
"3336","kujawsko-pomorskie"
"3337","małopolskie"
"3338","małopolskie"
"3339","małopolskie"
"3340","zachodniopomorskie"
"3341","zachodniopomorskie"
"3342","dolnośląskie"
"3343","dolnośląskie"
"3344","dolnośląskie"
"3345","dolnośląskie"
"3346","dolnośląskie"
"3347","kujawsko-pomorskie"
"3348","kujawsko-pomorskie"
"3349","małopolskie"
"3350","małopolskie"
"3351","małopolskie"
"3352","zachodniopomorskie"
"3353","zachodniopomorskie"
"3354","zachodniopomorskie"
"3355","zachodniopomorskie"
"3356","zachodniopomorskie"
"3357","zachodniopomorskie"
"3358","zachodniopomorskie"
"3359","dolnośląskie"
"3360","dolnośląskie"
"3361","kujawsko-pomorskie"
"3362","kujawsko-pomorskie"
"3363","kujawsko-pomorskie"
"3364","kujawsko-pomorskie"
"3365","łódzkie"
"3366","łódzkie"
"3367","zachodniopomorskie"
"3368","zachodniopomorskie"
"3369","zachodniopomorskie"
"3370","dolnośląskie"
"3371","dolnośląskie"
"3372","kujawsko-pomorskie"
"3373","kujawsko-pomorskie"
"3374","kujawsko-pomorskie"
"3375","łódzkie"
"3376","łódzkie"
"3377","łódzkie"
"3378","zachodniopomorskie"
"3379","zachodniopomorskie"
"3380","dolnośląskie"
"3381","dolnośląskie"
"3382","dolnośląskie"
"3383","małopolskie"
"3384","małopolskie"
"3385","małopolskie"
"3386","małopolskie"
"3387","łódzkie"
"3388","łódzkie"
"3389","zachodniopomorskie"
"3390","zachodniopomorskie"
"3391","dolnośląskie"
"3392","dolnośląskie"
"3393","małopolskie"
"3394","małopolskie"
"3395","małopolskie"
"3396","łódzkie"
"3397","małopolskie"
"3398","małopolskie"
"3399","podkarpackie"
"3400","podkarpackie"
"3401","podkarpackie"
"3402","podlaskie"
"3403","podkarpackie"
"3404","podlaskie"
"3405","podlaskie"
"3406","warmińsko-mazurskie"
"3407","zachodniopomorskie"
"3408","zachodniopomorskie"
"3409","podkarpackie"
"3410","podkarpackie"
"3411","podlaskie"
"3412","podlaskie"
"3413","zachodniopomorskie"
"3414","zachodniopomorskie"
"3415","podkarpackie"
"3416","podkarpackie"
"3417","podkarpackie"
"3418","podlaskie"
"3419","podlaskie"
"3420","zachodniopomorskie"
"3421","zachodniopomorskie"
"3422","podkarpackie"
"3423","podkarpackie"
"3424","podlaskie"
"3425","podlaskie"
"3426","warmińsko-mazurskie"
"3427","warmińsko-mazurskie"
"3428","podlaskie"
"3429","zachodniopomorskie"
"3430","zachodniopomorskie"
"3431","zachodniopomorskie"
"3432","zachodniopomorskie"
"3433","zachodniopomorskie"
"3434","podkarpackie"
"3435","podkarpackie"
"3436","podkarpackie"
"3437","pomorskie"
"3438","podlaskie"
"3439","zachodniopomorskie"
"3440","zachodniopomorskie"
"3441","mazowieckie"
"3442","mazowieckie"
"3443","podlaskie"
"3444","podlaskie"
"3445","podlaskie"
"3446","zachodniopomorskie"
"3447","zachodniopomorskie"
"3448","zachodniopomorskie"
"3449","zachodniopomorskie"
