"data.wydania";"data.ogloszenia";"data.wykonania";"organ.wlasciwy";"ocena.konstytucyjnosci";"status.orzeczenia";"tytul.orzeczenia";"akty.prawne";"dane.orzeczenia";"dokumenty.w.sprawie"
2002-06-11;2002-06-25;2009-08-01;"Minister Zdrowia";"niezgodny";"Wykonane";"Konstytucyjność przepisów regulujących zasady postępowania zażaleniowego przed sądem na decyzję o zatrzymaniu i umieszczeniu osoby nietrzeźwej w izbie wytrzeźwień";"Dz.U. 2002 r. Nr 147 poz. 1231Ustawa z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi.";"SK 5/02
Data wydania:2002-06-11
Dz.U. 2002 r. Nr 84 poz. 763
Data ogłoszenia:2002-06-25";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2009 r. Nr 144 poz. 1175"
2002-05-27;2002-06-19;2010-09-01;"Minister Spraw Wewnętrznych";"niezgodny";"Wykonane";"Konstytucyjność przepisu dotyczącego obowiązku meldunkowego na okres dłuższy niż 2 miesiące";"Dz.U. 2006 r. Nr 139 poz. 993Ustawa z dnia 10 kwietnia 1974 r. o ewidencji ludności i dowodach osobistych";"K 20/01
Data wydania:2002-05-27
Dz.U. 2002 r. Nr 78 poz. 716
Data ogłoszenia:2002-06-19";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2010 r. Nr 217 poz. 1427"
2001-11-08;2001-11-16;NA;"Minister Zdrowia";"niezgodny";"Niewykonane / podjęto prace legislacyjne";"Konstytucyjność przepisu, który nie przyznaje osobie skierowanej na przymusowe leczenie odwykowe prawa złożenia do sądu wniosku o zmianę zakładu leczenia odwykowego.";"Dz.U. 1982 r. Nr 35 poz. 230USTAWA z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi";"P 6/01
Data wydania:2001-11-08
Dz.U. 2001 r. Nr 131 poz. 1478
Data ogłoszenia:2001-11-16";"[Pokaż szczegóły]"
2001-07-03;2001-07-06;2012-09-01;"Minister Obrony Narodowej";"niezgodny";"Wykonane";"Dekret z dnia 6 września 1951 r. o obszarach szczególnie ważnych dla obrony kraju";"Dz.U. 1951 r. Nr 46 poz. 341Dekret z dnia 6 września 1951 r. o obszarach szczególnie ważnych dla obrony kraju";"K 3/01
Data wydania:2001-07-03
Dz.U. 2001 r. Nr 69 poz. 725
Data ogłoszenia:2001-07-06";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2012 r. poz. 1398"
2000-10-24;2000-10-30;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Konstytucyjność przepisów regulujących przejmowanie nieruchomości rolnych przez rolnicze spółdzielnie produkcyjne na podstawie przepisów prawa spółdzielczego.";"Dz.U. 2003 r. Nr 188 poz. 1848Ustawa z dnia 16 września 1982 r. - Prawo spółdzielcze";"SK 7/00
Data wydania:2000-10-24
Dz.U. 2000 r. Nr 92 poz. 1024
Data ogłoszenia:2000-10-30";"[Pokaż szczegóły]"
2000-10-10;2000-10-20;2006-12-01;"Minister Infrastruktury i Rozwoju";"niezgodny";"Wykonane";"Konstytucyjność przepisów ustawy o najmie lokali mieszkalnych i dodatkach mieszkaniowych";"Dz.U. 1998 r. Nr 120 poz. 787Ustawa z dnia 2 lipca 1994 r. o najmie lokali mieszkalnych i dodatkach mieszkaniowych";"P 8/99
Data wydania:2000-10-10
Dz.U. 2000 r. Nr 88 poz. 988
Data ogłoszenia:2000-10-20";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2006 r. Nr 249 poz. 1833"
2000-07-10;2000-07-17;2002-08-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Niekonstytucyjność przepisów Kodeksu postępowania cywilnego oraz ustawy o ustroju sądów powszechnych";"Dz.U. 1964 r. Nr 43 poz. 296Ustawa z dnia 17 listopada 1964 r. - Kodeks postępowania cywilnego";"SK 12/99
Data wydania:2000-07-10
Dz.U. 2000 r. Nr 55 poz. 665
Data ogłoszenia:2000-07-17";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2002 r. Nr 153 poz. 1271"
2000-03-13;2000-03-16;NA;"Minister Administracji i Cyfryzacji";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Konstytucyjność przepisów stwierdzających wygaśnięcie z mocy prawa stosunków pracy pracowników dotychczasowych urzędów wojewódzkich, rejonowych, jednostek zamiejscowych tych urzędów i jednostek administracji specjalnej.";"Dz.U. 1998 r. Nr 133 poz. 872Ustawa - Przepisy wprowadzające ustawy reformujące administrację publiczną";"K 1/99
Data wydania:2000-03-13
Dz.U. 2000 r. Nr 17 poz. 228
Data ogłoszenia:2000-03-16";"[Pokaż szczegóły]"
2000-01-12;2000-01-21;2006-12-01;"Minister Infrastruktury i Rozwoju";"niezgodny";"Wykonane";"Konstytucyjność przepisów dotyczących czynszów regulowanych";"Dz.U. 1998 r. Nr 120 poz. 787Ustawa z dnia 2 lipca 1994 r. o najmie lokali mieszkalnych i dodatkach mieszkaniowych";"P 11/98
Data wydania:2000-01-12
Dz.U. 2000 r. Nr 3 poz. 46
Data ogłoszenia:2000-01-21";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2006 r. Nr 249 poz. 1833"
2000-01-04;2000-01-17;NA;"Minister Pracy i Polityki Społecznej";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Prawo do wcześniejszej emerytury z tytułu opieki nad dzieckiem wymagającym stałej opieki";"Dz.U. 2009 r. Nr 153 poz. 1227Ustawa z dnia 17 grudnia 1998 r. o emeryturach i rentach z Funduszu Ubezpieczeń Społecznych";"K 18/99
Data wydania:2000-01-04
Dz.U. 2000 r. Nr 2 poz. 26
Data ogłoszenia:2000-01-17";"[Pokaż szczegóły]"
1999-12-21;1999-12-24;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Przepisy prawa o ruchu drogowym, zmieniające warunki, jakie musi spełniać osoba wykonująca czynności instruktora nauki jazdy ";"Dz.U. 1997 r. Nr 98 poz. 602USTAWA z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym.";"K 22/99
Data wydania:1999-12-21
Dz.U. 1999 r. Nr 106 poz. 1216
Data ogłoszenia:1999-12-24";"[Pokaż szczegóły]"
1999-04-26;1999-10-22;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Częściowo wykonane";"Zasady udzielania zezwoleń na prowadzenie w celach zarobkowych przewozu osób w Polsce.";"Dz.U. 1997 r. Nr 141 poz. 942Ustawa z dnia 29 sierpnia 1997 r. o warunkach wykonywania krajowego drogowego przewozu osób";"K 33/98
Data wydania:1999-04-26
Dz.U. 1999 r. Nr 86 poz. 963
Data ogłoszenia:1999-10-22";"[Pokaż szczegóły]

ANALIZA
DPiO 1604-82_09
AKTY WYKONUJĄCE
Dz.U. 2012 r. poz. 1265"
1998-06-03;1998-06-03;2015-12-01;"Minister Skarbu Państwa";"niezgodny";"Wykonane";"W sprawie ustawy o związkach zawodowych; przejęcie majątku Funduszu Wczasów Pracowniczych przez Ogólnopolskie Porozumienie Związków.";"Dz.U. 2001 r. Nr 79 poz. 854Ustawa z dnia 23 maja 1991 r. o związkach zawodowych";"K 34/97
Data wydania:1998-06-03
Dz.U. 1999 r. Nr 1 poz. 6
Data ogłoszenia:1998-06-03";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 1824"
