1,5154
2,4713
3,5029
4,17228
5,2729
6,1983
7,2755
8,4839
9,23896
10,2521
11,6939
12,6086
13,1747
14,10429
15,12272
16,6799
17,10652
18,9171
19,28750
20,6091
21,7548
22,5936
23,12608
24,9608
25,2380
26,11011
27,9396
28,9689
29,6805
30,7585
31,8327
32,31699
33,5344
34,2133
35,9466
36,14367
37,3182
38,5903
39,5127
40,6290
41,3704
42,3862
43,2726
44,6515
45,4686
46,5879
47,22301
48,1665
49,4609
50,13448
51,75357
52,3978
53,4095
54,5026
55,34952
56,7592
57,3145
58,2741
61,4185
62,4315
63,2363
64,3619
65,12575
66,8388
67,3174
68,5182
69,2797
70,4701
71,24340
72,5505
73,5657
74,4953
75,4206
76,10287
77,5486
78,16374
79,23292
80,16963
81,10143
82,5418
83,5258
84,5155
85,6499
86,11784
87,6565
88,7002
89,4276
90,6777
91,10197
92,8120
93,5387
94,8910
95,20734
96,6448
97,5138
98,7160
99,6100
100,13338
101,9225
102,4584
103,7096
104,3153
105,2026
106,4498
107,60437
108,7000
109,5646
110,8826
111,10364
112,2302
113,7068
114,12619
115,10350
116,9319
117,5697
118,6573
119,8468
120,16590
121,5082
122,5926
123,4841
124,6872
125,2304
126,4486
127,2891
128,4253
129,5752
130,4186
131,9462
132,14753
133,15833
134,31847
135,5372
136,6995
137,8293
138,4795
139,3930
140,5300
141,22802
142,6549
143,8635
144,4199
145,4809
146,1855
147,2598
148,4714
149,8227
150,11964
151,12601
152,12342
153,5084
154,5208
155,6336
156,4617
157,2386
158,2739
159,37118
160,10469
161,5987
162,6847
163,6176
164,5869
165,2942
166,2319
167,4628
168,5270
169,4594
170,5122
171,13594
172,40209
173,5523
174,4221
175,4527
176,4361
177,2180
178,1317
179,11438
180,9424
181,2810
182,5158
183,4678
184,40447
185,11422
186,14628
187,4099
188,8478
189,4061
190,8036
191,2554
192,3369
193,5235
194,6258
195,7654
196,5901
197,2466
198,5356
199,9160
200,6464
201,4013
202,6566
203,10657
204,6402
205,9013
206,70322
207,4568
208,3674
209,7323
210,6260
211,1402
212,4473
213,12909
214,3266
215,27291
216,3864
217,1487
218,4916
219,4339
220,2530
221,4575
222,6872
223,4349
224,4366
225,5567
226,3495
227,3447
228,3994
229,10921
230,2009
231,12614
232,4502
233,3354
234,3179
235,28416
236,3738
237,3853
238,2551
239,4728
240,4401
241,5274
242,1662
243,4456
244,5257
245,4119
246,5195
247,4687
248,17579
249,7763
250,10243
251,11332
252,12690
253,9210
254,11308
255,9546
256,15596
257,1092
260,4466
261,9330
262,10747
263,5870
264,5167
265,6979
266,8342
267,4019
268,12959
269,4260
270,7313
271,4030
272,4424
274,3415
275,6535
276,4967
277,1935
278,3003
279,4186
280,4397
281,11307
282,5140
283,7428
284,7587
285,76086
286,9186
287,4138
288,4756
289,9165
290,11646
291,13136
292,7279
293,9532
294,14363
295,3117
296,3059
297,2334
298,5699
299,7327
300,15080
301,3684
302,4149
303,4722
304,6804
305,4747
306,5082
307,12547
308,12558
309,5885
310,6205
311,4724
312,8980
313,4393
314,4917
315,19542
316,7145
317,5045
318,7939
319,4476
320,3668
321,5574
322,8088
323,4535
324,5114
325,5944
326,5024
327,7377
328,5385
330,16902
331,6243
332,4130
333,2373
334,4659
335,9336
336,6806
337,5157
338,6012
339,7368
340,5192
341,4219
342,6295
343,12769
344,4644
345,5825
346,12617
347,6573
348,5259
349,4486
350,4546
351,5413
352,9579
353,26650
354,7663
355,3526
356,6643
357,9638
358,15250
359,8880
360,18471
361,6316
362,9080
363,8677
364,12597
365,10333
366,11820
367,5591
368,14022
369,6351
370,8562
371,3243
372,4279
373,4945
374,14242
375,3995
376,3584
377,3578
378,4746
379,6842
380,8125
381,1920
382,4372
383,12739
384,3527
385,24152
386,3113
387,9308
388,8907
389,3004
390,1823
391,3400
392,4384
393,8227
394,18894
395,6115
396,5961
397,6032
398,15112
399,16912
400,3838
401,7023
402,5705
403,5376
404,11015
405,9267
406,2794
407,2765
408,3136
409,8610
410,5547
411,16086
412,7013
413,4767
414,4067
415,4401
416,4831
417,3072
418,7795
419,4922
420,10529
421,6969
422,3392
423,4512
424,6320
425,6286
426,3463
427,5205
428,20703
429,3889
431,5551
432,6664
433,4696
434,2540
435,5130
436,8385
437,6586
438,6172
439,12186
440,5571
441,3825
442,4141
443,5228
444,5839
445,6029
446,9847
447,5890
448,4188
449,7271
450,4341
451,5265
452,17321
453,4887
454,5231
455,4321
456,4808
457,4891
458,4924
459,8972
460,4850
461,3790
462,19692
463,7530
464,3206
465,2391
466,2551
467,4970
468,4317
471,2475
472,2631
473,11984
474,3571
475,4515
476,8662
477,4083
478,4178
479,2664
480,3535
481,1387
482,6463
483,5552
484,7720
485,2754
486,6015
487,2584
488,3707
489,7685
490,3349
491,4263
492,5826
493,7368
494,2682
495,6210
496,3230
497,6726
498,10539
499,10956
500,5214
501,3879
502,5394
503,6493
504,5410
505,7397
506,8766
507,6590
508,5169
509,8406
510,17278
511,2799
512,3269
513,14774
514,39365
515,6020
516,6847
517,8884
518,5501
519,4099
520,3981
521,6244
522,19019
523,2361
524,7207
525,2664
526,3685
527,6851
528,10845
529,4252
530,6057
531,4685
532,4157
533,4895
534,8792
535,14318
536,7667
537,6200
538,9769
539,5798
540,7098
541,3855
542,2992
543,6439
544,3479
545,5581
546,11712
547,2030
548,3393
549,9332
550,8958
551,4595
552,5871
553,3328
554,6187
555,5345
556,4861
557,4884
558,6819
559,38829
560,58306
561,6318
562,12394
563,2949
564,5480
565,6326
566,2193
567,6402
568,12507
569,21085
570,7585
571,15123
572,728892
573,76717
575,3819
576,4067
577,3634
578,1747
579,12630
580,6788
581,9028
582,20507
583,5127
584,3589
585,6469
586,5168
587,7824
588,3264
589,124534
591,3939
592,5626
593,5135
594,8695
595,7734
596,5325
597,6671
598,4306
599,16545
