"grupa" "Osiagniecia_naukowe_i_tworcze" "Potencjal_naukowy" "Materialne_efekty_dzialalnosci_naukowej" "Pozostale_efekty_dzialalnosci_naukowej" "Ocena_ostateczna" "Kategoria" "nazwy"
"Politechnika Bialostocka; Wydzial Architektury" "SI" 23.1 92 0.16 45 -45.2 "B" "Politechnika Bialostocka; Wydzial Architektury"
"Politechnika Czestochowska; Wydzial Budownictwa" "SI" 23.22 46 0.34 50 -45.54 "B" "Politechnika Czestochowska; Wydzial Budownictwa"
"Politechnika Slaska; Wydzial Architektury" "SI" 19.56 115 0.69 60 -51.87 "B" "Politechnika Slaska; Wydzial Architektury"
"Wyzsza Szkola Techniczna w Katowicach; Wydzial Architektury. Budownictwa i Sztuk Stosowanych" "SI" 5.49 29 0 10 -93.05 "C" "Wyzsza Szkola Techniczna w Katowicach; Wydzial Architektury. Budownictwa i Sztuk Stosowanych"
"Wyzsza Szkola Ekologii i Zarzadzania w Warszawie; Wydzial Architektury" "SI" 5.01 35 0 0 -93.43 "C" "Wyzsza Szkola Ekologii i Zarzadzania w Warszawie; Wydzial Architektury"
"Uniwersytet Warszawski; Wydzial Chemii" "SI" 109.95 381 14.13 100 50.74 "+A" "Uniwersytet Warszawski; Wydzial Chemii"
"Uniwersytet Warszawski; Centrum Nowych Technologii UW" "SI" 109.57 39 67.17 70 48.09 "+A" "Uniwersytet Warszawski; Centrum Nowych Technologii UW"
"Uniwersytet Jagiellonski w Krakowie; Wydzial Chemii" "SI" 101.95 472 16.6 73 43.12 "+A" "Uniwersytet Jagiellonski w Krakowie; Wydzial Chemii"
"Uniwersytet Warszawski; Interdyscyplinarne Centrum Modelowania  Matematycznego i Komputerowego" "SI" 102.46 40 120.13 78 41.11 "A" "Uniwersytet Warszawski; Interdyscyplinarne Centrum Modelowania  Matematycznego i Komputerowego"
"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Chemii" "SI" 93.05 397 29.55 67 36.86 "A" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Chemii"
"Politechnika Poznanska; Wydzial Technologii Chemicznej" "SI" 93.08 343 18.43 89 34.34 "A" "Politechnika Poznanska; Wydzial Technologii Chemicznej"
"Politechnika Warszawska; Wydzial Chemiczny" "SI" 93.95 637 13.98 72 33.44 "A" "Politechnika Warszawska; Wydzial Chemiczny"
"Politechnika Gdanska; Wydzial Chemiczny" "SI" 95.93 741 10.83 65 30.23 "A" "Politechnika Gdanska; Wydzial Chemiczny"
"Uniwersytet Wroclawski; Wydzial Chemii" "SI" 104.24 370 10.95 60 29.56 "A" "Uniwersytet Wroclawski; Wydzial Chemii"
"Politechnika Wroclawska; Wydzial Chemiczny" "SI" 91.05 824 10.63 65 24.39 "A" "Politechnika Wroclawska; Wydzial Chemiczny"
"Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Chemii" "SI" 97.1 335 9.43 71 21.64 "A" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Chemii"
"Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Chemii" "SI" 90.41 329 19.33 37 16.04 "A" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Chemii"
"Politechnika Lódzka; Wydzial Chemiczny" "SI" 88.87 524 12.05 52 14.72 "A" "Politechnika Lódzka; Wydzial Chemiczny"
"Uniwersytet Gdanski; Wydzial Chemii" "SI" 90.23 399 8.75 49 7.56 "A" "Uniwersytet Gdanski; Wydzial Chemii"
"Politechnika Slaska; Wydzial Chemiczny" "SI" 80.31 505 5.91 49 -12.69 "A" "Politechnika Slaska; Wydzial Chemiczny"
"Uniwersytet Lódzki; Wydzial Chemii" "SI" 81.04 303 2.72 34 -24.91 "A" "Uniwersytet Lódzki; Wydzial Chemii"
"Uniwersytet Opolski; Wydzial Chemii" "SI" 75.64 87 16.63 31 -25.08 "A" "Uniwersytet Opolski; Wydzial Chemii"
"Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydzial Nauk Scislych" "SI" 62.52 173 0.12 42 -58.24 "B" "Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydzial Nauk Scislych"
"Politechnika Lódzka; Instytut Papiernictwa i Poligrafii" "SI" 44.19 45 6.38 57.5 -66.34 "B" "Politechnika Lódzka; Instytut Papiernictwa i Poligrafii"
"Szkola Glówna Sluzby Pozarniczej; Wydzial Inzynierii Bezpieczenstwa Pozarowego" "SI" 23.53 69 18.94 13 -68.77 "B" "Szkola Glówna Sluzby Pozarniczej; Wydzial Inzynierii Bezpieczenstwa Pozarowego"
"Szkola Glówna Sluzby Pozarniczej; Wydzial Inzynierii Bezpieczenstwa Cywilnego" "SI" 17.7 28 17.26 0 -72.56 "B" "Szkola Glówna Sluzby Pozarniczej; Wydzial Inzynierii Bezpieczenstwa Cywilnego"
"Politechnika Wroclawska; Wydzial Elektroniki Mikrosystemów i Fotoniki" "SI" 80.24 287 16.04 45 79.28 "+A" "Politechnika Wroclawska; Wydzial Elektroniki Mikrosystemów i Fotoniki"
"Politechnika Gdanska; Wydzial Elektroniki. Telekomunikacji i Informatyki" "SI" 53.89 495 13.78 92.5 67.35 "A" "Politechnika Gdanska; Wydzial Elektroniki. Telekomunikacji i Informatyki"
"Politechnika Wroclawska; Wydzial Elektroniki" "SI" 54.43 631 14.27 70 67.2 "A" "Politechnika Wroclawska; Wydzial Elektroniki"
"Politechnika Warszawska; Wydzial Elektroniki i Technik Informacyjnych" "SI" 52.27 856 18.97 64 67.15 "A" "Politechnika Warszawska; Wydzial Elektroniki i Technik Informacyjnych"
"Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial  Informatyki. Elektroniki i Telekomunikacji" "SI" 51.97 525 12.64 84.5 63.58 "A" "Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial  Informatyki. Elektroniki i Telekomunikacji"
"Wojskowa Akademia Techniczna im. Jaroslawa Dabrowskiego; Instytut  Optoelektroniki" "SI" 56.11 114 22.35 51 56.7 "A" "Wojskowa Akademia Techniczna im. Jaroslawa Dabrowskiego; Instytut  Optoelektroniki"
"Politechnika Wroclawska; Wydzial Elektryczny" "SI" 53.68 248 10.2 81.5 56.13 "A" "Politechnika Wroclawska; Wydzial Elektryczny"
"Politechnika Poznanska; Wydzial Elektroniki i Telekomunikacji" "SI" 52.6 202 9.98 60 49.25 "A" "Politechnika Poznanska; Wydzial Elektroniki i Telekomunikacji"
"Politechnika Poznanska; Wydzial Informatyki" "SI" 46.72 274 14.63 77.5 46.73 "A" "Politechnika Poznanska; Wydzial Informatyki"
"Politechnika Czestochowska; Wydzial Elektryczny" "SI" 84.07 127 1.02 20 42.89 "A" "Politechnika Czestochowska; Wydzial Elektryczny"
"Polsko-Japonska Wyzsza Szkola Technik Komputerowych; Wydzial Informatyki" "SI" 48.12 253 17.65 25.5 40.18 "A" "Polsko-Japonska Wyzsza Szkola Technik Komputerowych; Wydzial Informatyki"
"Politechnika Lubelska; Wydzial Elektrotechniki i Informatyki" "SI" 54.11 244 4.74 27.5 35.83 "A" "Politechnika Lubelska; Wydzial Elektrotechniki i Informatyki"
"Politechnika Warszawska; Wydzial Elektryczny" "SI" 46.85 345 4.37 68 34.89 "A" "Politechnika Warszawska; Wydzial Elektryczny"
"Politechnika Lódzka; Wydzial Elektrotechniki. Elektroniki. Informatyki i Automatyki" "SI" 44.98 767 6.23 52.5 34.74 "A" "Politechnika Lódzka; Wydzial Elektrotechniki. Elektroniki. Informatyki i Automatyki"
"Politechnika Slaska; Wydzial Automatyki. Elektroniki i Informatyki" "SI" 43.26 634 6.2 65 29.79 "A" "Politechnika Slaska; Wydzial Automatyki. Elektroniki i Informatyki"
"Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial  Elektrotechniki. Automatyki. Informatyki i Inzynierii Biomedycznej" "SI" 41.11 583 4.22 88 19.87 "B" "Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial  Elektrotechniki. Automatyki. Informatyki i Inzynierii Biomedycznej"
"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie; Wydzial  Elektryczny" "SI" 44.97 339 3.21 40 19.59 "B" "Zachodniopomorski Uniwersytet Technologiczny w Szczecinie; Wydzial  Elektryczny"
"Politechnika Bialostocka; Wydzial Elektryczny" "SI" 46.39 259 2.91 22.5 15.39 "B" "Politechnika Bialostocka; Wydzial Elektryczny"
"Wojskowa Akademia Techniczna im. Jaroslawa Dabrowskiego; Wydzial  Elektroniki" "SI" 37.29 337 13.4 50 12.41 "B" "Wojskowa Akademia Techniczna im. Jaroslawa Dabrowskiego; Wydzial  Elektroniki"
"Politechnika Opolska; Wydzial Elektrotechniki. Automatyki i Informatyki" "SI" 39.31 350 14.54 25.5 11.79 "B" "Politechnika Opolska; Wydzial Elektrotechniki. Automatyki i Informatyki"
"Politechnika Koszalinska; Wydzial Elektroniki i Informatyki" "SI" 48.28 95 2.8 10 11.29 "B" "Politechnika Koszalinska; Wydzial Elektroniki i Informatyki"
"Politechnika Wroclawska; Wydzial Informatyki i Zarzadzania" "SI" 39 365 5.41 72 11.27 "B" "Politechnika Wroclawska; Wydzial Informatyki i Zarzadzania"
"Politechnika Bialostocka; Wydzial Informatyki" "SI" 46.69 132 0.56 39.5 10.11 "B" "Politechnika Bialostocka; Wydzial Informatyki"
"Politechnika Slaska; Wydzial Elektryczny" "SI" 37.84 368 5.13 37.5 0.05 "B" "Politechnika Slaska; Wydzial Elektryczny"
"Uniwersytet Zielonogórski; Wydzial Elektrotechniki. Informatyki i Telekomunikacji" "SI" 38.58 272 3.61 46 -3.1 "B" "Uniwersytet Zielonogórski; Wydzial Elektrotechniki. Informatyki i Telekomunikacji"
"Akademia Morska w Gdyni; Wydzial Elektryczny" "SI" 42.88 159 3.07 7.5 -4.83 "B" "Akademia Morska w Gdyni; Wydzial Elektryczny"
"Politechnika Gdanska; Wydzial Elektrotechniki i Automatyki" "SI" 33.79 246 7.21 60 -5.35 "B" "Politechnika Gdanska; Wydzial Elektrotechniki i Automatyki"
"Politechnika Poznanska; Wydzial Elektryczny" "SI" 35.94 437 2.07 56 -6.58 "B" "Politechnika Poznanska; Wydzial Elektryczny"
"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie; Wydzial  Informatyki" "SI" 35.22 214 4.15 38 -14.62 "B" "Zachodniopomorski Uniwersytet Technologiczny w Szczecinie; Wydzial  Informatyki"
"Politechnika Swietokrzyska w Kielcach; Wydzial Elektrotechniki. Automatyki i  Informatyki" "SI" 38.31 188 0.74 43.5 -14.95 "B" "Politechnika Swietokrzyska w Kielcach; Wydzial Elektrotechniki. Automatyki i  Informatyki"
"Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jedrzeja Sniadeckich w  Bydgoszczy; Wydzial Telekomunikacji. Informatyki i Elektrotechniki" "SI" 33.47 78 4.48 45 -22.76 "B" "Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jedrzeja Sniadeckich w  Bydgoszczy; Wydzial Telekomunikacji. Informatyki i Elektrotechniki"
"Wojskowa Akademia Techniczna im. Jaroslawa Dabrowskiego; Wydzial Cybernetyki" "SI" 25.34 226 8.98 66.5 -28.68 "B" "Wojskowa Akademia Techniczna im. Jaroslawa Dabrowskiego; Wydzial Cybernetyki"
"Politechnika Opolska; Wydzial Inzynierii Produkcji i Logistyki" "SI" 32.55 63 0.51 26 -41.39 "B" "Politechnika Opolska; Wydzial Inzynierii Produkcji i Logistyki"
"Spoleczna Akademia Nauk z siedziba w Lodzi; Instytut Technologii  Informatycznych" "SI" 23.22 42 7.45 35 -48.86 "B" "Spoleczna Akademia Nauk z siedziba w Lodzi; Instytut Technologii  Informatycznych"
"Politechnika Rzeszowska im. Ignacego Lukasiewicza; Wydzial Elektrotechniki i  Informatyki" "SI" 29.9 174 1.43 4.5 -49.43 "B" "Politechnika Rzeszowska im. Ignacego Lukasiewicza; Wydzial Elektrotechniki i  Informatyki"
"Wyzsza Szkola Informatyki Stosowanej i Zarzadzania w Warszawie; Wydzial  Informatyki" "SI" 25.76 18 7.62 13 -51.53 "C" "Wyzsza Szkola Informatyki Stosowanej i Zarzadzania w Warszawie; Wydzial  Informatyki"
"Warszawska Wyzsza Szkola Informatyki w Warszawie" "SI" 21.6 2 9.92 22 -52.01 "C" "Warszawska Wyzsza Szkola Informatyki w Warszawie"
"Wyzsza Szkola Informatyki i Zarzadzania w Rzeszowie; Wydzial Informatyki  Stosowanej" "SI" 26.49 54 3.79 20 -54.95 "C" "Wyzsza Szkola Informatyki i Zarzadzania w Rzeszowie; Wydzial Informatyki  Stosowanej"
"Wroclawska Wyzsza Szkola Informatyki Stosowanej we Wroclawiu; Wydzial  Informatyki" "SI" 18.35 11 5.49 31.5 -59.28 "C" "Wroclawska Wyzsza Szkola Informatyki Stosowanej we Wroclawiu; Wydzial  Informatyki"
"Politechnika Krakowska im. Tadeusza Kosciuszki; Wydzial Inzynierii Elektrycznej i  Komputerowej" "SI" 21.74 121 1.23 22 -65.57 "C" "Politechnika Krakowska im. Tadeusza Kosciuszki; Wydzial Inzynierii Elektrycznej i  Komputerowej"
"Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pulaskiego w  Radomiu; Wydzial Informatyki i Matematyki" "SI" 24.25 16 0 17 -69.41 "C" "Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pulaskiego w  Radomiu; Wydzial Informatyki i Matematyki"
"Wyzsza Szkola Ekologii i Zarzadzania w Warszawie; Wydzial Zarzadzania" "SI" 20.99 1 0 0 -76.31 "C" "Wyzsza Szkola Ekologii i Zarzadzania w Warszawie; Wydzial Zarzadzania"
"Panstwowa Wyzsza Szkola Zawodowa im. Witelona w Legnicy; Wydzial Nauk  Technicznych i Ekonomicznych" "SI" 6.26 41 0 10.5 -91.36 "C" "Panstwowa Wyzsza Szkola Zawodowa im. Witelona w Legnicy; Wydzial Nauk  Technicznych i Ekonomicznych"
"Wyzsza Szkola Menedzerska w Warszawie; Wydzial Informatyki Stosowanej i  Technik Bezpieczenstwa" "SI" 3.64 0 0.71 0 -93.1 "C" "Wyzsza Szkola Menedzerska w Warszawie; Wydzial Informatyki Stosowanej i  Technik Bezpieczenstwa"
"Uniwersytet Warszawski; Wydzial Fizyki" "SI" 111.21 783 21.9 100 79.21 "+A" "Uniwersytet Warszawski; Wydzial Fizyki"
"Uniwersytet Jagiellonski w Krakowie; Wydzial Fizyki. Astronomii i Informatyki  Stosowanej" "SI" 107.56 726 25.65 100 76.1 "+A" "Uniwersytet Jagiellonski w Krakowie; Wydzial Fizyki. Astronomii i Informatyki  Stosowanej"
"Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial Fizyki i  Informatyki Stosowanej" "SI" 106.98 313 6.49 100 59.29 "+A" "Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial Fizyki i  Informatyki Stosowanej"
"Uniwersytet Slaski w Katowicach; Wydzial Matematyki. Fizyki i Chemii" "SI" 95.99 751 5.58 80 50.59 "A" "Uniwersytet Slaski w Katowicach; Wydzial Matematyki. Fizyki i Chemii"
"Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Fizyki. Astronomii i Informatyki  Stosowanej" "SI" 93.99 369 18.55 70 48.23 "A" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Fizyki. Astronomii i Informatyki  Stosowanej"
"Politechnika Warszawska; Wydzial Fizyki" "SI" 96.43 285 7.37 85 46.83 "A" "Politechnika Warszawska; Wydzial Fizyki"
"Politechnika Wroclawska; Wydzial Podstawowych Problemów Techniki" "SI" 85.89 537 10.7 100 37.55 "A" "Politechnika Wroclawska; Wydzial Podstawowych Problemów Techniki"
"Uniwersytet Zielonogórski; Wydzial Fizyki i Astronomii" "SI" 100.36 185 2.09 75 32.23 "A" "Uniwersytet Zielonogórski; Wydzial Fizyki i Astronomii"
"Uniwersytet Wroclawski; Wydzial Fizyki i Astronomii" "SI" 94.28 352 2.06 62.5 27.41 "A" "Uniwersytet Wroclawski; Wydzial Fizyki i Astronomii"
"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Fizyki" "SI" 89.27 446 3.86 60 24.77 "A" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Fizyki"
"Uniwersytet Lódzki; Wydzial Fizyki i Informatyki Stosowanej" "SI" 95.99 244 1.7 60 23.43 "A" "Uniwersytet Lódzki; Wydzial Fizyki i Informatyki Stosowanej"
"Uniwersytet w Bialymstoku; Wydzial Fizyki" "SI" 94.27 99 5.53 50 22.59 "A" "Uniwersytet w Bialymstoku; Wydzial Fizyki"
"Politechnika Slaska; Instytut Fizyki-Centrum Naukowo - Dydaktyczne Politechniki  Slaskiej" "SI" 82.38 57 4.81 50 -7.37 "B" "Politechnika Slaska; Instytut Fizyki-Centrum Naukowo - Dydaktyczne Politechniki  Slaskiej"
"Uniwersytet Gdanski; Wydzial Matematyki. Fizyki i Informatyki" "SI" 79.81 331 3.18 50 -7.91 "B" "Uniwersytet Gdanski; Wydzial Matematyki. Fizyki i Informatyki"
"Uniwersytet Warszawski; Srodowiskowe Laboratorium Ciezkich Jonów w UW" "SI" 71.32 26 6.85 80 -17.94 "B" "Uniwersytet Warszawski; Srodowiskowe Laboratorium Ciezkich Jonów w UW"
"Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Matematyki. Fizyki i  Informatyki" "SI" 70.05 368 2.81 75 -18.6 "B" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Matematyki. Fizyki i  Informatyki"
"Politechnika Gdanska; Wydzial Fizyki Technicznej i Matematyki Stosowanej" "SI" 79.64 257 1.04 45 -20.01 "B" "Politechnika Gdanska; Wydzial Fizyki Technicznej i Matematyki Stosowanej"
"Uniwersytet Szczecinski; Wydzial Matematyczno-Fizyczny" "SI" 69.76 74 3.55 62.5 -31.95 "B" "Uniwersytet Szczecinski; Wydzial Matematyczno-Fizyczny"
"Politechnika Poznanska; Wydzial Fizyki Technicznej" "SI" 71.17 184 2.35 50 -32.62 "B" "Politechnika Poznanska; Wydzial Fizyki Technicznej"
"Uniwersytet Jana Kochanowskiego w Kielcach; Wydzial MatematycznoPrzyrodniczy" "SI" 65.87 481 0.25 50 -36.71 "B" "Uniwersytet Jana Kochanowskiego w Kielcach; Wydzial MatematycznoPrzyrodniczy"
"Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial  Matematyczno-Przyrodniczy.Szkola Nauk Scislych" "SI" 77.98 100 0.16 0 -37.03 "B" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial  Matematyczno-Przyrodniczy.Szkola Nauk Scislych"
"Akademia im. Jana Dlugosza w Czestochowie; Wydzial MatematycznoPrzyrodniczy" "SI" 69.34 172 0.69 62.5 -37.65 "B" "Akademia im. Jana Dlugosza w Czestochowie; Wydzial MatematycznoPrzyrodniczy"
"Uniwersytet Rzeszowski; Wydzial Matematyczno-Przyrodniczy" "SI" 55.88 209 17.01 40 -39.16 "B" "Uniwersytet Rzeszowski; Wydzial Matematyczno-Przyrodniczy"
"Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydzial Matematyki. Fizyki i  Techniki" "SI" 60.79 90 1.36 80 -44.42 "B" "Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydzial Matematyki. Fizyki i  Techniki"
"Uniwersytet Opolski; Wydzial Matematyki. Fizyki i Informatyki" "SI" 64.71 130 0.16 62.5 -46.44 "B" "Uniwersytet Opolski; Wydzial Matematyki. Fizyki i Informatyki"
"Politechnika Krakowska im. Tadeusza Kosciuszki; Wydzial Fizyki. Matematyki i  Informatyki" "SI" 45.05 65 0.38 40 -84.08 "C" "Politechnika Krakowska im. Tadeusza Kosciuszki; Wydzial Fizyki. Matematyki i  Informatyki"
"Politechnika Slaska; Wydzial Inzynierii Srodowiska i Energetyki" "SI" 46.82 517 11.46 83 84.86 "A" "Politechnika Slaska; Wydzial Inzynierii Srodowiska i Energetyki"
"Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial  Energetyki i Paliw" "SI" 53.01 165 5.08 83.5 62.07 "A" "Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial  Energetyki i Paliw"
"Politechnika Poznanska; Wydzial Maszyn Roboczych i Transportu" "SI" 39.38 397 10.45 74 59.82 "A" "Politechnika Poznanska; Wydzial Maszyn Roboczych i Transportu"
"Politechnika Warszawska; Wydzial Mechaniczny Energetyki i Lotnictwa" "SI" 31.93 465 14.42 81 38.57 "A" "Politechnika Warszawska; Wydzial Mechaniczny Energetyki i Lotnictwa"
"Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial  Wiertnictwa. Nafty i Gazu" "SI" 35.7 213 14.22 67.5 38.04 "A" "Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial  Wiertnictwa. Nafty i Gazu"
"Politechnika Wroclawska; Wydzial Geoinzynierii. Górnictwa i Geologii" "SI" 33.02 265 13.06 55 25.66 "B" "Politechnika Wroclawska; Wydzial Geoinzynierii. Górnictwa i Geologii"
"Akademia Morska w Gdyni; Wydzial Nawigacyjny" "SI" 33.57 169 11.97 46.5 16.7 "B" "Akademia Morska w Gdyni; Wydzial Nawigacyjny"
"Miedzynarodowa Wyzsza Szkola Logistyki i Transportu we Wroclawiu; Wydzial  Logistyki i Transportu" "SI" 35.66 44 6 58 13.19 "B" "Miedzynarodowa Wyzsza Szkola Logistyki i Transportu we Wroclawiu; Wydzial  Logistyki i Transportu"
"Uniwersytet Przyrodniczy we Wroclawiu; Wydzial Inzynierii Ksztaltowania  Srodowiska i Geodezji" "SI" 32.77 334 3.32 60.5 11.7 "B" "Uniwersytet Przyrodniczy we Wroclawiu; Wydzial Inzynierii Ksztaltowania  Srodowiska i Geodezji"
