loggingTime,loggingSample,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation,state
50:35.9,129,0,-1,12,10,-9999,1421743836,8.561065674,-20.95019531,-36.02731323,282.7293396,277.4317932,10,4352.149348,0.034240723,-0.498413086,-0.874343872,4352.142411,-0.135664622,-0.095545964,-0.081544927,4352.105848,-0.849751496,0.081238953,0.573746954,0.265384465,-0.038791683,-0.08845637,-0.022974111,0.059857402,0.136999369,XArbitraryZVertical,0.273639667,-0.081054091,-0.384567156,0.87787224,0.068155386,-0.542782843,-0.837103128,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.0,130,0,-1,12,10,-9999,1421743836,8.762176514,-21.28536987,-35.92886353,283.1258545,277.8283081,10,4352.207529,0.022399902,-0.516738892,-0.775512695,4352.215537,-0.128484473,-0.238224021,0.097873567,4352.178974,-0.852642835,0.075959457,0.567972108,0.047158003,-0.01195392,0.002880896,-0.031913057,0.044591747,-0.053266585,XArbitraryZVertical,0.269994716,-0.082592212,-0.386988293,0.877793507,0.063971773,-0.537923634,-0.840562761,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.0,131,0,-1,12,10,-9999,1421743836,8.577819824,-21.03399658,-35.81401825,281.7441406,276.4465942,10,4352.26548,-0.13092041,-0.437896729,-0.843566895,4352.252101,-0.241480001,-0.03105086,0.065043182,4352.252101,-0.841315112,0.053944623,0.55260054,-0.230769157,-0.01361411,0.061422378,-0.0976054,0.053421158,0.004739895,XArbitraryZVertical,0.259520559,-0.087675359,-0.386013563,0.880883443,0.045893367,-0.524902463,-0.849924207,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.1,132,0,-1,12,10,-9999,1421743836,8.477279663,-20.63179016,-36.07653046,282.9332275,277.6356812,10,4352.323562,-0.059036255,-0.477478027,-0.781173706,4352.325227,-0.324513636,-0.033262083,-0.111338509,4352.288664,-0.837804455,0.049282683,0.545670161,-0.144199669,0.112301618,-0.068137921,-0.088693865,0.059075885,0.049756251,XArbitraryZVertical,0.255740515,-0.087896899,-0.385528092,0.882178561,0.042108785,-0.518991053,-0.853741825,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.1,133,0,-1,12,10,-9999,1421743836,8.963287354,-19.81059265,-36.81484985,283.3347778,278.0372314,10,4352.381622,-0.116027832,-0.493301392,-0.791625977,4352.36179,-0.076320871,0.132316496,-0.176850408,4352.36179,-0.839743841,0.044789589,0.529252738,-0.065662056,0.149657071,-0.180551156,-0.176618725,0.040563505,0.019926952,XArbitraryZVertical,0.247581535,-0.086855763,-0.38800677,0.88352148,0.038648758,-0.504888475,-0.862318933,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.2,134,0,-1,12,10,-9999,1421743836,9.399032593,-19.27432251,-36.84766388,284.021637,278.7240906,10,4352.439659,-0.169677734,-0.537979126,-0.769821167,4352.434916,-0.037509026,0.100682403,-0.225021666,4352.434916,-0.847195185,0.043970184,0.536035035,-0.026843265,0.11794363,-0.228681967,-0.186792836,-0.022975491,0.100349315,XArbitraryZVertical,0.250069537,-0.08950127,-0.390964719,0.881249872,0.037790768,-0.510731161,-0.858909488,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.2,135,0,-1,12,10,-9999,1421743836,10.20346069,-18.43638611,-36.71640015,287.6347046,282.3371582,10,4352.497779,-0.073348999,-0.55027771,-1.064361572,4352.47148,-0.272309819,-0.202565625,-0.314125443,4352.47148,-0.85717423,0.041378043,0.531277236,-0.261638969,-0.185330883,-0.317772299,-0.06618192,-0.076510206,-0.04536134,XArbitraryZVertical,0.247025911,-0.090922172,-0.395983843,0.879720498,0.035664342,-0.506634951,-0.861422718,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.3,136,0,-1,12,10,-9999,1421743836,10.67271423,-17.69900513,-36.71638489,288.5908813,283.293335,10,4352.555703,-0.078979492,-0.55531311,-1.029449463,4352.544605,0.13443291,-0.183981821,-0.329525439,4352.544605,-0.87420856,0.036349908,0.529235863,0.145103633,-0.166747302,-0.333172232,-0.149839312,-0.008813242,-0.162706688,XArbitraryZVertical,0.244337247,-0.094804318,-0.404209326,0.876314026,0.031370081,-0.504873872,-0.862622917,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.4,137,0,-1,12,10,-9999,1421743836,10.95761108,-17.41410828,-37.22502136,295.4737854,290.176239,10,4352.61383,0.174545288,-0.670791626,-0.916351318,4352.617732,0.032447422,-0.112156899,-0.487814146,4352.581169,-0.892103405,0.04170121,0.53716982,0.231810749,-0.080714799,-0.486725032,-0.053395767,-0.040951613,-0.110138223,XArbitraryZVertical,0.248023061,-0.096321618,-0.410858102,0.872010508,0.035817642,-0.511706471,-0.858413398,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.4,138,0,-1,12,10,-9999,1421743836,11.42684937,-17.246521,-37.52033997,298.1751709,292.8776245,10,4352.671768,0.148284912,-0.31477356,-1.218795776,4352.654295,-0.084866156,-0.127456227,-0.372513919,4352.654295,-0.928349482,0.054182572,0.537409478,-0.074195668,-0.110222094,-0.376160651,0.094362296,0.113673218,-0.32645759,XArbitraryZVertical,0.24899709,-0.095456451,-0.425031232,0.865006917,0.0465221,-0.511912346,-0.857777059,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.5,139,0,-1,12,10,-9999,1421743836,12.48265076,-15.92259216,-38.29148865,304.3022766,299.0047302,10,4352.729899,0.325302124,-0.384170532,-0.903961182,4352.727421,0.158415741,-0.304439793,-0.560036945,4352.690858,-0.953582623,0.059709541,0.54011416,0.253753901,-0.310100168,-0.758612394,0.112669416,0.209409073,-0.349841565,XArbitraryZVertical,0.250129395,-0.096821988,-0.435024486,0.859543184,0.051179465,-0.514233887,-0.8561216,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.5,140,0,-1,12,10,-9999,1421743836,12.48265076,-15.92259216,-38.29148865,304.3022766,299.0047302,10,4352.787939,0.283996582,-0.356033325,-0.950332642,4352.763984,0.028007933,-0.224955087,-0.46977629,4352.763984,-1.002071357,0.064780087,0.548594162,0.038678188,-0.207721308,-0.473422915,0.160081267,0.180377975,-0.114351526,XArbitraryZVertical,0.252425674,-0.102698032,-0.454440994,0.848067083,0.055235509,-0.52148819,-0.851468801,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:36.6,141,0,-1,12,10,-9999,1421743837,13.25357056,-16.15724182,-37.83207703,304.3323059,299.0347595,10,4352.845847,0.174224854,-0.396652222,-0.723403931,4352.837111,0.143651974,-0.166328259,-0.221873277,4352.837111,-1.033494172,0.073818619,0.563244031,0.154322088,-0.149094716,-0.225519866,0.132999271,0.126903728,0.146111757,XArbitraryZVertical,0.258975443,-0.106392297,-0.465352252,0.83967832,0.062359001,-0.533931911,-0.843224823,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:36.7,142,0,-1,12,10,-9999,1421743837,13.16976929,-16.10697937,-37.94692993,306.1427917,300.8452454,10,4352.903919,0.060516357,-0.39932251,-0.692352295,4352.873673,0.125051126,-0.259803349,-0.158847972,4352.873673,-1.041320061,0.070001004,0.565305564,0.135721177,-0.242569923,-0.162494555,0.070606858,0.158034101,0.025065642,XArbitraryZVertical,0.258515457,-0.109504831,-0.468954255,0.837412896,0.059062332,-0.535673857,-0.84235692,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:36.7,143,0,-1,12,10,-9999,1421743837,13.05245972,-16.69352722,-37.33985901,305.2090759,299.9115295,10,4352.96199,0.102294922,-0.48664856,-0.669113159,4352.9468,0.31325965,-0.023533556,-0.196624645,4352.9468,-1.061082184,0.074433363,0.587912736,0.323929548,-0.006300381,-0.200271159,0.043879829,0.080763727,0.180885628,XArbitraryZVertical,0.267758063,-0.11579095,-0.474661191,0.830418466,0.061878838,-0.554625392,-0.829796135,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:36.8,144,0,-1,12,10,-9999,1421743837,12.9854126,-16.99516296,-36.81482697,305.8453979,300.5478516,10,4353.020184,0.143341064,-0.514984131,-0.753295898,4353.019926,-0.001584581,-0.267461801,-0.111739049,4352.983363,-1.070262177,0.079673043,0.596676592,0.168197393,-0.076532058,-0.208909631,0.081334576,0.060584176,0.147963017,XArbitraryZVertical,0.272052775,-0.11702792,-0.476970872,0.82752072,0.065836444,-0.561896443,-0.82458353,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:36.8,145,0,-1,12,10,-9999,1421743837,13.35411072,-16.96165466,-36.78201294,306.4388123,301.1412659,10,4353.078254,0.164825439,-0.516708374,-0.87286377,4353.056489,-0.014598916,-0.211530358,-0.124262564,4353.056489,-1.081874097,0.072330841,0.59907856,-0.003929246,-0.194297522,-0.127909005,0.050043199,0.040947776,0.093807243,XArbitraryZVertical,0.270574919,-0.122233937,-0.482542744,0.824014914,0.059682753,-0.563881755,-0.823696136,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:36.9,146,0,-1,12,10,-9999,1421743837,13.01895142,-16.76054382,-37.30703735,307.7375488,302.4400024,10,4353.13622,0.068008423,-0.552734375,-0.700134277,4353.129616,0.354642776,-0.192595549,-0.150501358,4353.093052,-1.090030056,0.072325014,0.594690577,0.085331544,-0.309359282,-0.034195937,0.072971582,0.051219277,-0.044906832,XArbitraryZVertical,0.26829286,-0.122232325,-0.48629888,0.822551882,0.059856176,-0.560252488,-0.826156378,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:36.9,147,0,-1,12,10,-9999,1421743837,12.76759338,-16.97840881,-37.42188263,308.0072021,302.7096558,10,4353.194403,0.211486816,-0.593597412,-0.79083252,4353.202742,-0.053209692,-0.351674683,0.117062708,4353.166179,-1.104048814,0.070122869,0.608344327,0.169270262,-0.068233818,-0.156440586,0.107787848,-0.021126501,0.130697206,XArbitraryZVertical,0.272398871,-0.12848936,-0.491092076,0.817384801,0.057495356,-0.5715096,-0.81857866,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:37.0,148,0,-1,12,10,-9999,1421743837,11.89614868,-17.14598083,-38.04536438,312.7825317,307.4849854,10,4353.252352,-0.001647949,-0.549697876,-0.932830811,4353.239305,-0.037769217,-0.369361002,-0.029973079,4353.239305,-1.109148888,0.061222434,0.60987954,-0.027097326,-0.352048934,-0.03366515,-0.036985394,0.044112716,-0.076548338,XArbitraryZVertical,0.27049144,-0.133205647,-0.494240517,0.815363077,0.050153729,-0.572768748,-0.818181276,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:37.1,149,0,-1,12,10,-9999,1421743837,11.92965698,-17.48118591,-37.91410828,310.6109009,305.3133545,10,4353.310498,0.039642334,-0.670837402,-0.935623169,4353.312431,0.211323164,-0.006589992,-0.279534443,4353.275868,-1.113983128,0.055620233,0.611582749,0.341630012,-0.054781999,-0.220312417,-0.054944981,-0.05208718,-0.071945377,XArbitraryZVertical,0.269463095,-0.136574338,-0.49681026,0.813582606,0.045515049,-0.574164033,-0.817474186,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:37.1,150,0,-1,12,10,-9999,1421743837,12.41563416,-17.53146362,-37.79924774,311.7161255,306.4185791,10,4353.368449,0.095016479,-0.638168335,-0.991043091,4353.348994,0.115986524,-0.259709073,-0.448464876,4353.348994,-1.140759828,0.065252799,0.629713898,0.126633942,-0.242437407,-0.45225668,-0.067393847,-0.088408835,-0.259777635,XArbitraryZVertical,0.277265739,-0.141016663,-0.504632182,0.805347361,0.052699637,-0.58891356,-0.806475997,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:37.2,151,0,-1,12,10,-9999,1421743837,12.93515015,-17.04545593,-38.27507019,313.2591553,307.9616089,10,4353.426635,-0.064880371,-0.42175293,-1.014038086,4353.42212,0.02929344,-0.379956122,-0.232450554,4353.42212,-1.169108668,0.06590084,0.625338468,0.039940704,-0.362684727,-0.236242294,-0.070435502,0.15174745,-0.308380723,XArbitraryZVertical,0.27368413,-0.143507603,-0.516336801,0.798685716,0.053391431,-0.585371733,-0.809005141,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:37.2,152,0,-1,12,10,-9999,1421743837,13.1865387,-16.62644958,-39.11183167,312.7326355,307.4350891,10,4353.484713,-0.03187561,-0.406646729,-0.903137207,4353.458684,0.030134999,-0.167086194,-0.396702079,4353.458684,-1.179285375,0.057405703,0.616695755,0.040729411,-0.149823055,-0.400488049,-0.106253743,0.154331505,-0.051959228,XArbitraryZVertical,0.267340099,-0.145959705,-0.522380821,0.796456725,0.046805505,-0.578342736,-0.814450085,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:37.3,153,0,-1,12,10,-9999,1421743837,13.53846741,-16.47563171,-39.42357635,312.0646362,306.7670898,10,4353.542681,0.112030029,-0.416381836,-0.815765381,4353.53181,-0.165515462,-0.242133008,-0.33734155,4353.53181,-1.209982543,0.068180493,0.597204826,-0.154996499,-0.224853337,-0.341131926,0.019393863,0.157944888,-0.001884352,XArbitraryZVertical,0.260355864,-0.140428312,-0.535023661,0.791356049,0.056335505,-0.562333286,-0.824989438,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:37.3,154,0,-1,12,10,-9999,1421743837,13.53846741,-16.17396545,-39.48920441,312.2619324,306.964386,10,4353.600826,-0.065353394,-0.344924927,-0.81640625,4353.604936,0.014448714,-0.00961774,-0.331681267,4353.568373,-1.218526855,0.06238929,0.587731486,-0.259551197,-0.215093508,-0.155598506,-0.03391188,0.182160139,0.014343136,XArbitraryZVertical,0.254504766,-0.141196865,-0.540056226,0.789702503,0.051886734,-0.554474592,-0.830581546,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:37.4,155,0,-1,12,10,-9999,1421743837,13.62228394,-15.68797302,-39.5056076,311.1695557,305.8720093,10,4353.658753,0.00718689,-0.461853027,-0.647781372,4353.641499,0.276820682,0.098765992,-0.374937129,4353.641499,-1.24511865,0.077276322,0.589233133,0.287339419,0.116045281,-0.378727406,-0.064669348,0.143278569,0.108533844,XArbitraryZVertical,0.257274071,-0.139165527,-0.548463055,0.783346211,0.064181067,-0.555723667,-0.828886032,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:37.5,156,0,-1,12,10,-9999,1421743837,13.80662537,-15.36955261,-39.71890259,312.1965332,306.8989868,10,4353.71685,0.047439575,-0.52746582,-0.670028687,4353.714626,0.0377314,0.011577028,-0.228393494,4353.678063,-1.260124146,0.090199678,0.600034906,0.300083101,0.14471516,-0.302335411,-0.065675333,0.084355123,0.20649755,XArbitraryZVertical,0.26392534,-0.139151045,-0.551538223,0.778964691,0.074342325,-0.564671278,-0.821960807,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:37.5,157,0,-1,12,10,-9999,1421743838,14.74510193,-15.70472717,-39.42357635,313.35495,308.0574036,10,4353.774812,0.025650024,-0.538024902,-0.779418945,4353.751188,0.042090462,0.078774441,-0.072375664,4353.751188,-1.274608718,0.100085941,0.603797333,0.052598584,0.096041456,-0.076161116,-0.063010484,0.055138193,0.050190847,XArbitraryZVertical,0.267087146,-0.138316563,-0.555455152,0.775243548,0.082251817,-0.567772448,-0.819065988,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:37.6,158,0,-1,12,10,-9999,1421743838,14.74510193,-15.40306091,-39.35795593,314.3043823,309.0068359,10,4353.832828,-0.015167236,-0.59034729,-0.844039917,4353.824315,0.144320961,0.031172301,-0.193166264,4353.824315,-1.276062731,0.09835291,0.60700227,0.154805794,0.048401013,-0.19693628,-0.098994195,-0.011898101,-0.052465588,XArbitraryZVertical,0.26771784,-0.140110881,-0.555905176,0.774380743,0.080653131,-0.570407808,-0.81739217,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:37.6,159,0,-1,12,10,-9999,1421743838,15.23110962,-16.02314758,-38.88214874,311.9107971,306.6132507,10,4353.891,0.007751465,-0.636276245,-0.765808105,4353.860878,0.24011087,0.147780939,-0.141524641,4353.860878,-1.284514074,0.108140052,0.6143017,0.250595659,0.165009543,-0.145294651,-0.077287301,-0.044461582,-0.032690119,XArbitraryZVertical,0.272604264,-0.139590791,-0.557051749,0.771942145,0.088197336,-0.576388001,-0.812402666,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:37.7,160,0,-1,12,10,-9999,1421743838,15.83441162,-15.8555603,-38.75088501,313.3179932,308.0204468,10,4353.948966,-0.015319824,-0.65447998,-0.979217529,4353.934004,0.101828095,0.167443857,-0.224243756,4353.934004,-1.292198741,0.110760771,0.62679787,0.112318248,0.18463631,-0.228001714,-0.111938097,-0.053612903,-0.191207796,XArbitraryZVertical,0.277479116,-0.143289373,-0.558246954,0.768657163,0.089522935,-0.586554348,-0.804947019,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:37.8,161,0,-1,12,10,-9999,1421743838,16.15284729,-15.93934631,-38.34070587,314.161438,308.8638916,10,4354.007043,0.235595703,-0.727554321,-0.927490234,4354.007131,0.079850624,0.028041488,-0.189082839,4353.970567,-1.307470606,0.134251279,0.638363155,0.421339929,0.434886515,-0.362767488,-0.010199862,-0.063832007,-0.170233697,XArbitraryZVertical,0.287262633,-0.139846961,-0.559431065,0.764826706,0.107489899,-0.59588176,-0.795845985,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:37.8,162,0,-1,12,10,-9999,1421743838,16.60533142,-15.95610046,-38.12741089,315.6694946,310.3719482,10,4354.065123,0.184768677,-0.478256226,-1.223770142,4354.043694,-0.522117259,-0.247493153,-0.106179167,4354.043694,-1.325562917,0.148008357,0.63534696,-0.511627316,-0.230301037,-0.109937049,0.127508163,-0.053348005,-0.214676157,XArbitraryZVertical,0.288770048,-0.136304225,-0.564719475,0.761002584,0.118692406,-0.593456805,-0.796066046,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:37.9,163,0,-1,12,10,-9999,1421743838,17.09133911,-15.80528259,-37.97975159,314.3416138,309.0440674,10,4354.123308,0.301834106,-0.43838501,-0.78817749,4354.11682,0.452356021,0.170787988,-0.255033893,4354.080256,-1.324913393,0.141201488,0.624038029,0.020127587,-0.063859984,-0.06483639,-0.000133518,0.150860459,-0.425432861,XArbitraryZVertical,0.282738731,-0.135404281,-0.566825329,0.761861889,0.114208221,-0.584316909,-0.803448975,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:37.9,164,0,-1,12,10,-9999,1421743838,17.59410095,-15.13494873,-38.14382935,314.045166,308.7476196,10,4354.18125,0.221694946,-0.381240845,-0.79901123,4354.189946,-0.534957424,-0.381804356,0.13969212,4354.153383,-1.342978764,0.154233778,0.642617226,-0.104978286,-0.221881032,-0.01614736,0.212591454,0.151721865,0.101772591,XArbitraryZVertical,0.291988318,-0.138669201,-0.569510459,0.755758898,0.122979835,-0.599292636,-0.791027367,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.0,165,0,-1,12,10,-9999,1421743838,17.37623596,-14.58192444,-39.07902527,314.6297302,309.3321838,10,4354.239271,0.120681763,-0.362243652,-0.841339111,4354.22651,-0.019666646,-0.066117501,-0.095664208,4354.22651,-1.334914725,0.130000385,0.618502661,-0.009177065,-0.048925992,-0.099421963,-0.001462917,0.240994453,-0.145420268,XArbitraryZVertical,0.276826535,-0.139394324,-0.57285575,0.758796799,0.105619408,-0.579815865,-0.807872593,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.0,166,0,-1,12,10,-9999,1421743838,16.97402954,-14.615448,-39.47280884,316.1543884,310.856842,10,4354.297391,0.162307739,-0.461471558,-0.609664917,4354.299635,0.146998503,-0.204972856,0.020520988,4354.263072,-1.340966694,0.138101131,0.627663642,0.350203127,0.161554679,-0.10226246,0.016413806,0.185857609,0.074843176,XArbitraryZVertical,0.282078572,-0.139942432,-0.572918938,0.756711098,0.111424327,-0.587255299,-0.801695585,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.1,167,0,-1,12,10,-9999,1421743838,16.52157593,-14.56517029,-39.35795593,317.2391968,311.9416504,10,4354.355309,0.037658691,-0.47265625,-0.698516846,4354.336199,-0.097775296,-0.328133138,0.083427516,4354.336199,-1.341761763,0.126349907,0.63679665,-0.087289467,-0.31096521,0.079568006,-0.057355266,0.117389105,0.183841243,XArbitraryZVertical,0.281987145,-0.147259953,-0.573771456,0.754707939,0.101315841,-0.59462297,-0.797595501,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.2,168,0.38,63.984375,12,10,-9999,1421743838,15.75067139,-14.76628113,-39.25950623,316.9519653,311.6544189,10,4354.413476,-0.015625,-0.501907349,-0.650665283,4354.409325,-0.08193295,-0.493550862,-0.108202371,4354.409325,-1.34183449,0.102433953,0.633943627,-0.071447253,-0.476383179,-0.112061828,-0.073994227,0.095470041,0.124945648,XArbitraryZVertical,0.274054485,-0.155424739,-0.577460732,0.753177531,0.082386561,-0.592326701,-0.801474571,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.2,169,0.38,63.984375,12,10,-9999,1421743838,15.16409302,-14.58192444,-39.2430954,316.4997253,311.202179,10,4354.471423,0.03666687,-0.512634277,-0.882080078,4354.445888,-0.357638832,-0.323285652,-0.274364448,4354.445888,-1.35090218,0.093379078,0.625162259,-0.347153217,-0.306118071,-0.278223872,-0.017945167,0.068535738,0.098305345,XArbitraryZVertical,0.267499343,-0.157405064,-0.58310227,0.750772596,0.075608134,-0.58522886,-0.807335496,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.3,170,0.38,63.984375,12,10,-9999,1421743838,14.71160889,-14.16294861,-39.48921204,316.8323059,311.5347595,10,4354.529577,-0.016662598,-0.555603027,-0.786453247,4354.519014,0.01993456,-0.330847698,-0.358080917,4354.519014,-1.375355746,0.087243867,0.615876468,0.030402692,-0.313677847,-0.361939341,-0.073367067,0.04045799,0.064078435,XArbitraryZVertical,0.260362957,-0.160092709,-0.594097696,0.744062754,0.071124025,-0.57767415,-0.813162923,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.3,171,0.38,63.984375,12,10,-9999,1421743838,14.97975159,-13.92832947,-40.27676392,316.9359741,311.6384277,10,4354.58763,0.143966675,-0.644622803,-0.733169556,4354.592141,-0.02690059,-0.403681958,-0.248027649,4354.555578,-1.391705968,0.084112329,0.617075586,0.132261559,-0.213417217,-0.472165406,-0.015143737,-0.035620511,0.017021261,XArbitraryZVertical,0.258538653,-0.163744792,-0.600430508,0.738802147,0.068518981,-0.578652561,-0.812690794,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.4,172,0.38,63.984375,12,10,-9999,1421743838,14.5942688,-13.24121094,-40.4900589,319.6840515,314.3865051,10,4354.645563,-0.035018921,-0.569564819,-1.050643921,4354.628703,-0.145044275,-0.483710215,-0.305605991,4354.628703,-1.41975517,0.078004563,0.619658568,-0.134551167,-0.466550291,-0.30946365,-0.083578929,0.027855022,-0.173826516,XArbitraryZVertical,0.255272928,-0.170396783,-0.611219826,0.729527925,0.063437328,-0.58075726,-0.811601341,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.5,173,0.38,63.984375,12,10,-9999,1421743838,14.5942688,-13.24121094,-40.4900589,319.6840515,314.3865051,10,4354.703716,-0.019287109,-0.710067749,-1.041900635,4354.70183,0.07777256,-0.34320663,-0.698252608,4354.665267,-1.43875418,0.073004627,0.620506569,0.209040999,-0.42114833,-0.523107946,-0.129990846,-0.05501198,-0.159515098,XArbitraryZVertical,0.252397092,-0.174892116,-0.618658198,0.723166986,0.059342653,-0.581447363,-0.811416924,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.5,174,0.38,63.984375,12,10,-9999,1421743839,13.77308655,-11.11283875,-41.49089813,326.6698303,321.3722839,10,4354.761662,-0.02571106,-0.46307373,-1.223052979,4354.738393,-0.057775416,-0.572927443,-0.590675281,4354.738393,-1.494834815,0.079800401,0.624503358,-0.047282524,-0.555767834,-0.594532847,-0.037631102,-0.122626722,-0.320493758,XArbitraryZVertical,0.250940835,-0.180811358,-0.637374533,0.70575467,0.064669676,-0.584694445,-0.808671892,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.6,175,0.38,63.984375,12,10,-9999,1421743839,14.14178467,-10.64360046,-41.85186005,326.8795166,321.5819702,10,4354.819717,0.008209229,-0.363082886,-0.852310181,4354.811519,0.277622826,-0.436839113,-1.015312855,4354.811519,-1.55539564,0.085748843,0.626730882,0.288115561,-0.419679791,-1.019170284,-0.128403381,0.25294295,-0.099505611,XArbitraryZVertical,0.248052958,-0.18703768,-0.657444362,0.686479094,0.069367126,-0.586500049,-0.806973279,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.6,176,0.38,63.984375,12,10,-9999,1421743839,14.15853882,-9.922958374,-42.36048889,329.9135742,324.6160278,10,4354.877876,-0.021636963,-0.358169556,-0.844207764,4354.848082,-0.061898522,-0.640412212,-0.964311989,4354.848082,-1.599435702,0.092925953,0.625062377,-0.051405851,-0.623252988,-0.968169451,-0.052588422,0.22133255,-0.074987903,XArbitraryZVertical,0.245741942,-0.189464939,-0.671730248,0.67267556,0.07524772,-0.585147858,-0.807427883,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:38.7,177,0.38,63.984375,12,10,-9999,1421743839,12.70053101,-7.761062622,-43.49260712,336.8193359,331.5217896,10,4354.935831,0.015594482,-0.354812622,-0.84954834,4354.921209,-0.027259318,-0.5191742,-0.74418974,4354.921209,-1.675672229,0.100184868,0.616359506,-0.016766805,-0.502015293,-0.748047173,-0.029351644,0.207203522,-0.057640657,XArbitraryZVertical,0.238151416,-0.193224103,-0.697132887,0.648038646,0.081612997,-0.578068376,-0.811896682,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:38.7,178,0.38,63.984375,12,10,-9999,1421743839,12.70053101,-7.761062622,-43.49260712,336.8193359,331.5217896,10,4354.99386,-0.093612671,-0.326675415,-0.893203735,4354.994335,0.151795388,-0.35537701,-0.828827397,4354.957771,-1.707470967,0.097314348,0.609714772,-0.174565822,-0.675164282,-0.785772443,-0.080569081,0.230119616,-0.04350343,XArbitraryZVertical,0.231991451,-0.195483157,-0.708540346,0.63713176,0.079653554,-0.572633624,-0.815932631,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:38.8,179,0.38,63.984375,12,10,-9999,1421743839,12.41563416,-7.040420532,-43.77153778,338.0475159,332.7499695,10,4355.051859,0.055496216,-0.437988281,-0.626998901,4355.030898,0.601622471,-0.186524341,-0.908911314,4355.030898,-1.781293903,0.113643515,0.619062858,0.612114787,-0.169365734,-0.912768662,-0.113747582,0.215587124,0.040202521,XArbitraryZVertical,0.233319913,-0.202428307,-0.728455354,0.611504207,0.09235476,-0.580272198,-0.809169173,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
