loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation,state
2015-01-26 20:43:38.643,1,0,0,0,0,0,0,0,0,0,1422301418.593038,21.53182983398438,-30.45446014404297,-29.30336380004883,-1,279.410400390625,15,455.01699775,0.4023895263671875,-0.6363067626953125,-0.6233673095703125,455.00395575,-0.02397910245507346,-0.1784144824882234,-0.195539140929651,454.967389375,-0.6499258175342697,0.5746806249146563,0.7205265617261951,-0.008513156324625015,0.05435682460665703,-0.1355123966932297,-0.006902255117893219,-0.01816754601895809,-0.004078053403645754,XArbitraryZVertical,0.4050483836350616,0.1433928294573013,-0.1918515146191915,0.8823646070152452,0.4084677994251251,-0.6597804427146912,-0.6307486295700073,0,0,0,-1,192.168.0.102,10.171.251.225,1,0
2015-01-26 20:43:38.673,2,0,0,0,0,0,0,0,0,0,1422301418.645068,21.74969482421875,-30.23658752441406,-29.09006881713867,-1,276.4414367675781,15,455.0751100416667,0.454193115234375,-0.6272735595703125,-0.67437744140625,455.0770851250001,-0.09846212550630058,0.05346482309610377,-0.1245485873319537,455.0405204583333,-0.6644499120529023,0.5754665498659952,0.7116615591230794,-0.1150336638092995,-0.03906145319342613,-0.1980141550302505,0.0203036367893219,0.02198941819369793,0.03348756581544876,XArbitraryZVertical,0.4025375974114942,0.1425087730608044,-0.199694040856034,0.8819166753823556,0.4121304452419281,-0.6530929207801819,-0.6353094577789307,0,0,0,-1,192.168.0.102,10.171.251.225,1,0
2015-01-26 20:43:38.720,3,0,0,0,0,0,0,0,0,0,1422301418.697128,22.18540954589844,-29.73381805419922,-29.12288856506348,-1,275.4627990722656,15,455.1331532083333,0.4233551025390625,-0.626495361328125,-0.5843963623046875,455.11365175,0.02259452500434126,-0.1274192086709502,-0.01673503797394893,455.0770851250001,-0.6673770804378125,0.5805305877189616,0.7043070764254272,-0.09074167162179947,0.06837055087089539,-0.1316933035850525,0.03622761368751526,0.02023237571120262,-0.03716405108571053,XArbitraryZVertical,0.4002501871267951,0.1455784767684513,-0.201296960726974,0.8820919614239883,0.4179655015468597,-0.6475059390068054,-0.637213408946991,0,0,0,-1,192.168.0.102,10.171.251.225,1,0
2015-01-26 20:43:38.798,4,0,0,0,0,0,0,0,0,0,1422301418.749203,22.25245666503906,-29.80085754394531,-29.4182186126709,-1,277.0285949707031,15,455.1910669166667,0.4174652099609375,-0.6442718505859375,-0.656494140625,455.1867810833334,-0.06554012811074104,-0.03331135154692913,-0.02457911264866831,455.1502165416667,-0.6707219521961472,0.5802969771260538,0.7020372296492324,-0.128315195441246,0.03784401714801788,-0.007063399534672499,-0.01226455811411142,0.01862301863729954,0.06073394790291786,XArbitraryZVertical,0.3995421267698441,0.1452474863312521,-0.2032298072970427,0.8820243205698365,0.4186213612556458,-0.6457744836807251,-0.6385385394096375,0,0,0,-1,192.168.0.102,10.171.251.225,1,0
2015-01-26 20:43:38.835,5,0,0,0,0,0,0,0,0,0,1422301418.800671,22.57087707519531,-30.05223846435547,-29.99247169494629,-1,276.5072326660156,15,455.2491947916667,0.3684539794921875,-0.6292724609375,-0.5985870361328125,455.2233478333334,-0.03238350622314552,-0.1779092808294354,-0.01341647293960119,455.2233478333334,-0.6687344748076665,0.5760112455531137,0.6966041474775465,-0.02466222830116749,-0.1629937142133713,-0.02057025395333767,0.000137146285851486,0.003311022417619824,0.0438029021024704,XArbitraryZVertical,0.3967382860960364,0.1448063770129549,-0.2041861922236453,0.883140897267906,0.4177858233451843,-0.6416167020797729,-0.6432597041130066,0,0,0,-1,192.168.0.102,10.171.251.225,1,0
2015-01-26 20:43:38.899,6,0,0,0,0,0,0,0,0,0,1422301418.853334,22.26921081542969,-29.75057983398438,-29.72995567321777,-1,275.5162353515625,15,455.3071599583334,0.40081787109375,-0.627410888671875,-0.6379547119140625,455.296477125,-0.2048737868664877,-0.05966732527489831,-0.1180747090380801,455.2599125416667,-0.665753315371295,0.5702868690175711,0.6926308287409134,-0.2359334379434586,-0.02770684659481049,-0.06886126101016998,-0.05212751030921936,0.007094266824424267,0.03839124366641045,XArbitraryZVertical,0.3943076717315724,0.1436339384439229,-0.2047123215356676,0.884298375635839,0.4154697954654694,-0.6385639905929565,-0.6477814912796021,0,0,0,-1,192.168.0.102,10.171.251.225,1,0
2015-01-26 20:43:38.952,7,0,0,0,0,0,0,0,0,0,1422301418.905205,22.36976623535156,-29.41539764404297,-30.4190616607666,-1,281.5671691894531,15,455.365329125,0.3822021484375,-0.6147918701171875,-0.6544342041015625,455.3330438333334,-0.1823279977100949,-0.1664760639536162,-0.1343546127817345,455.3330438333334,-0.6655193688545962,0.5655598450116819,0.6760228878723126,-0.1745996475219727,-0.151567280292511,-0.1414968371391296,-0.004699095617979765,0.009042123332619667,0.02858191542327404,XArbitraryZVertical,0.3869602965748931,0.1447781072388709,-0.2084771592269568,0.886475212636908,0.4180291593074799,-0.6256955862045288,-0.6586020588874817,0,0,0,-1,192.168.0.102,10.171.251.225,1,0
2015-01-26 20:43:39.009,8,0,0,0,0,0,0,0,0,0,1422301418.957581,22.18540954589844,-28.89586639404297,-30.33702659606934,-1,276.2627868652344,15,455.4232757083333,0.445159912109375,-0.5804901123046875,-0.622528076171875,455.4061731666667,-0.1965532726727531,-0.07886392304440747,-0.1814701935229804,455.4061731666667,-0.6629542237850156,0.5600180973025634,0.657592198250495,-0.1888225823640823,-0.06395816057920456,-0.1886077970266342,-0.01527669187635183,0.01560135930776596,0.02978859096765518,XArbitraryZVertical,0.3785563906229854,0.1463282957705047,-0.2116297029875162,0.8890983960107034,0.420428067445755,-0.6112129092216492,-0.670566201210022,0,0,0,-1,192.168.0.102,10.171.251.225,1,0
2015-01-26 20:43:39.101,9,0,0,0,0,0,0,0,0,0,1422301419.060554,22.25245666503906,-28.25902557373047,-31.0261287689209,-1,268.0130004882812,15,455.4813312916667,0.5174102783203125,-0.5133514404296875,-0.610565185546875,455.479304375,-0.419178892417382,-0.6374435858770061,-0.1251102480058515,455.4427397916667,-0.6650116474302245,0.558657424003435,0.6481175062166663,-0.2472586333751678,-0.1460082232952118,-0.1690745651721954,0.06312134116888046,0.03589191287755966,0.07440977543592453,XArbitraryZVertical,0.3746217280776621,0.1471378108656965,-0.2144478445320707,0.8899556997071809,0.4225659072399139,-0.6036866903305054,-0.6760180592536926,0,0,0,-1,192.168.0.102,10.171.251.225,1,0
2015-01-26 20:43:39.126,10,0,0,0,0,0,0,0,0,0,1422301419.112637,22.01783752441406,-27.38756561279297,-32.1090087890625,-1,281.9273986816406,15,455.5395021666667,0.4372100830078125,-0.468963623046875,-0.700042724609375,455.5158691250001,-0.5323198292199813,-0.4443082141472607,0.007086671660700853,455.5158691250001,-0.6543785645830835,0.5176927207706267,0.6195916827429024,-0.5245878100395203,-0.4293980598449707,-5.455278369481675e-05,0.04805628210306168,0.08050442487001419,0.06108957156538963,XArbitraryZVertical,0.3574203280603623,0.1361337593679255,-0.2219917102964875,0.8969046711937735,0.4028867185115814,-0.5807027816772461,-0.7074366211891174,0,0,0,-1,192.168.0.102,10.171.251.225,1,0
