loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation,state
2015-02-02 12:04:34.450,1,1422875070.445192,52.18537613560127,20.99130938587152,109,-1,-1,26.81986076847949,65,-9999,1422875074.429612,-11.0372314453125,-23.26051330566406,-29.62276268005371,137.1676177978516,131.8681030273438,10,110872.824771375,-0.1613311767578125,-0.388427734375,-0.9990081787109375,110872.822593125,-0.4304099753664642,0.2732515131187082,-0.4238114611335749,110872.7860324583,1.876501541385975,-0.1361172684239902,0.4884874253103163,-0.6388524770736694,0.2796268463134766,-0.4498888552188873,-0.1128545999526978,0.01059629768133163,0.03722936660051346,XArbitraryZVertical,0.1958552049740258,0.1555725333286655,0.7710536310208642,0.5855887837448895,-0.1198266744613647,-0.4692907631397247,-0.8748758435249329,0,0,0,-1,0.0.0.0,10.158.49.1,5,0
2015-02-02 12:04:34.509,2,1422875070.445192,52.18537613560127,20.99130938587152,109,-1,-1,26.81986076847949,65,-9999,1422875074.481483,-9.93115234375,-22.45609283447266,-30.41031074523926,139.2642974853516,133.9647827148438,10,110872.8828589167,-0.11590576171875,-0.427581787109375,-0.9214630126953125,110872.859153625,-0.2039022657008268,0.1316847937889301,-0.3545285264268365,110872.859153625,1.842876525999473,-0.1094713781649423,0.4649033967850035,-0.188492089509964,0.1458423137664795,-0.3591530919075012,-0.01806536316871643,-0.01911654882133007,-0.0800679549574852,XArbitraryZVertical,0.1814885303657629,0.1510126319715517,0.7662692820852133,0.5975688124921742,-0.09765729308128357,-0.4483364522457123,-0.8885142207145691,0,0,0,-1,0.0.0.0,10.158.49.1,5,0
2015-02-02 12:04:34.598,3,1422875070.445192,52.18537613560127,20.99130938587152,109,-1,-1,26.81986076847949,65,-9999,1422875074.585481,-7.534637451171875,-21.76898193359375,-31.41115379333496,144.6710052490234,139.3714904785156,10,110872.9409527917,-0.090423583984375,-0.3426055908203125,-0.9246673583984375,110872.9322747083,-0.2112973314157588,0.432624393812865,-0.6848502501253977,110872.89571425,1.822854149067544,-0.0910673310371387,0.4548705780409126,-0.3666988909244537,0.2328938394784927,-0.5315377116203308,-0.02168391086161137,0.04733250662684441,-0.03525986894965172,XArbitraryZVertical,0.1730397326548692,0.1508625580807181,0.7629392325336398,0.6043355582398316,-0.08169438689947128,-0.439346045255661,-0.8945955038070679,0,0,0,-1,0.0.0.0,10.158.49.1,5,0
2015-02-02 12:04:34.625,4,1422875070.445192,52.18537613560127,20.99130938587152,109,-1,-1,26.81986076847949,65,-9999,1422875074.585481,-7.534637451171875,-21.76898193359375,-31.41115379333496,144.6710052490234,139.3714904785156,10,110872.9991526667,-0.079437255859375,-0.4470977783203125,-0.906524658203125,110872.9688354583,-0.373470525996134,0.2509672463813611,-0.9940065010605541,110872.9688354583,1.767449761979661,-0.04638544194808054,0.4399501125915184,-0.3580676913261414,0.2651196420192719,-0.9986284375190735,-0.08074267953634262,0.09389359503984451,0.1034304648637772,XArbitraryZVertical,0.1558619219374478,0.1542958130170394,0.7510646527355136,0.6227373047976594,-0.04195324331521988,-0.4258943200111389,-0.9037997126579285,0,0,0,-1,0.0.0.0,10.158.49.1,5,0
2015-02-02 12:04:34.694,5,1422875070.445192,52.18537613560127,20.99130938587152,109,-1,-1,26.81986076847949,65,-9999,1422875074.637222,-5.875518798828125,-21.55111694335938,-31.39474487304688,148.8218536376953,143.5223388671875,10,110873.0571186667,-0.0373687744140625,-0.401824951171875,-0.913604736328125,110873.0419565417,-0.08667870294713599,-0.004160922887139802,-1.135761239563292,110873.0053960417,1.720620295990404,-0.006242763796870942,0.4258932166374674,-0.4162450432777405,0.671469509601593,-1.215068697929382,-0.07375219464302063,-0.0339634045958519,0.004127674270421267,XArbitraryZVertical,0.1401490445927832,0.1582152933716371,0.7404886286410779,0.6379676771563806,-0.00568506121635437,-0.41313436627388,-0.9106523394584656,0,0,0,-1,0.0.0.0,10.158.49.1,5,0
2015-02-02 12:04:34.741,6,1422875070.445192,52.18537613560127,20.99130938587152,109,-1,-1,26.81986076847949,65,-9999,1422875074.689363,-3.931488037109375,-21.24945831298828,-31.85414695739746,150.7908172607422,145.4913024902344,10,110873.1152084583,0.0279083251953125,-0.39874267578125,-0.929962158203125,110873.078517375,0.2134571550598131,-0.128859446188465,-0.8973473356122371,110873.078517375,1.637380068000862,0.03707077504881634,0.4212275233320771,0.2288278788328171,-0.1146673709154129,-0.9019930958747864,-0.04783015325665474,0.03613928332924843,0.05978788062930107,XArbitraryZVertical,0.1295651963344444,0.1650227094972426,0.7166394965495846,0.6651377280189106,0.03382258489727974,-0.4088809788227081,-0.9119607210159302,0,0,0,-1,0.0.0.0,10.158.49.1,5,0
2015-02-02 12:04:34.799,7,1422875070.445192,52.18537613560127,20.99130938587152,109,-1,-1,26.81986076847949,65,-9999,1422875074.792373,-0.814361572265625,-21.11538696289062,-32.24792098999023,159.8750457763672,154.5755310058594,10,110873.1733475833,0.1012420654296875,-0.4307708740234375,-0.826416015625,110873.1516384167,-0.4349671766238078,0.5271652809301329,-1.105225434504443,110873.1516384167,1.549501332759789,0.08543811247429688,0.426041685656069,-0.4195971488952637,0.5413568615913391,-1.109870910644531,0.2196724712848663,-0.08856148272752762,0.1475215554237366,XArbitraryZVertical,0.1217379958267686,0.177584545338817,0.6895541236289171,0.6914902025446474,0.07770606875419617,-0.413269579410553,-0.9072871804237366,0,0,0,-1,0.0.0.0,10.158.49.1,5,0
2015-02-02 12:04:34.895,8,1422875070.445192,52.18537613560127,20.99130938587152,109,-1,-1,26.81986076847949,65,-9999,1422875074.84438,1.3978271484375,-20.47854614257812,-32.51044082641602,162.0558776855469,156.7563629150391,10,110873.2312799167,0.207550048828125,-0.43780517578125,-0.5854949951171875,110873.2247597083,0.01982483747065886,-1.351560112169611,-1.251157873809188,110873.18819925,1.504779910892059,0.1243715869212361,0.3972972974407047,-0.6081834435462952,0.6879083514213562,-1.568167090415955,-0.1647581309080124,-0.0006609318079426885,-0.01802635192871094,XArbitraryZVertical,0.1021602742235967,0.1790795798994057,0.6776047370470207,0.7059359763923668,0.1143888682126999,-0.3869275748729706,-0.9149875640869141,0,0,0,-1,0.0.0.0,10.158.49.1,5,0
2015-02-02 12:04:34.915,9,1422875070.445192,52.18537613560127,20.99130938587152,109,-1,-1,26.81986076847949,65,-9999,1422875074.895701,3.056961059570312,-19.72440338134766,-32.5268440246582,171.0946960449219,165.7951812744141,10,110873.28942525,-0.0191497802734375,-0.3115997314453125,-0.7705841064453125,110873.26132025,0.4277926206471343,0.256878398736901,-0.4945807060446865,110873.26132025,1.422863853885151,0.1259525718338974,0.3814086665824541,0.4431622624397278,0.2710696458816528,-0.4992261230945587,-0.4213719666004181,-0.185724601149559,-0.1788052171468735,XArbitraryZVertical,0.1029399034795462,0.1703200713492753,0.6488469648770503,0.7344331594754102,0.1165929287672043,-0.3722282946109772,-0.9207888841629028,0,0,0,-1,0.0.0.0,10.158.49.1,5,0
2015-02-02 12:04:34.994,10,1422875070.445192,52.18537613560127,20.99130938587152,109,-1,-1,26.81986076847949,65,-9999,1422875074.948076,4.866912841796875,-19.18811798095703,-32.13307189941406,184.4036102294922,179.1040954589844,10,110873.3473559167,0.1578216552734375,-0.371368408203125,-0.6768951416015625,110873.3344414167,0.05865079668681506,0.281176281574457,-0.655823125824079,110873.2978810833,1.404497196977178,0.1601832616818314,0.4115021990593685,0.7049344182014465,1.066404461860657,-0.4227371513843536,-0.1653340756893158,0.08838684111833572,0.1342036575078964,XArbitraryZVertical,0.1048741014143053,0.1913309773393341,0.6427626912132802,0.7343364370281328,0.1461842954158783,-0.3999865651130676,-0.9047877788543701,0,0,0,-1,0.0.0.0,10.158.49.1,5,0
