Wojewodztwo,Powiat,Gminy,Symbol terytorialny,Ogolem,Miasto,Wies
Wojewodztwo Dolnośląskie,Powiat bolesławiecki,M.Bolesławiec,0201011,40209,40209,0
Wojewodztwo Dolnośląskie,Powiat bolesławiecki,G.Bolesławiec,0201022,13594,0,13594
Wojewodztwo Dolnośląskie,Powiat bolesławiecki,G.Gromadka,0201032,5523,0,5523
Wojewodztwo Dolnośląskie,Powiat bolesławiecki,M-W.Nowogrodziec,0201043,15232,4221,11011
Wojewodztwo Dolnośląskie,Powiat bolesławiecki,G.Osiecznica,0201052,7585,0,7585
Wojewodztwo Dolnośląskie,Powiat bolesławiecki,G.Warta Bolesławiecka,0201062,8327,0,8327
Wojewodztwo Dolnośląskie,Powiat dzierżoniowski,M.Bielawa,0202011,31699,31699,0
Wojewodztwo Dolnośląskie,Powiat dzierżoniowski,M.Dzierżoniów,0202021,34952,34952,0
Wojewodztwo Dolnośląskie,Powiat dzierżoniowski,M.Pieszyce,0202031,9689,9689,0
Wojewodztwo Dolnośląskie,Powiat dzierżoniowski,M.Piława Górna,0202041,6805,6805,0
Wojewodztwo Dolnośląskie,Powiat dzierżoniowski,G.Dzierżoniów,0202052,9396,0,9396
Wojewodztwo Dolnośląskie,Powiat dzierżoniowski,G.Łagiewniki,0202062,7592,0,7592
Wojewodztwo Dolnośląskie,Powiat dzierżoniowski,M-W.Niemcza,0202073,5886,3145,2741
Wojewodztwo Dolnośląskie,Powiat głogowski,M.Głogów,0203011,69608,69608,0
Wojewodztwo Dolnośląskie,Powiat głogowski,G.Głogów,0203022,6223,0,6223
Wojewodztwo Dolnośląskie,Powiat głogowski,G.Jerzmanowa,0203032,4185,0,4185
Wojewodztwo Dolnośląskie,Powiat głogowski,G.Kotla,0203042,4315,0,4315
Wojewodztwo Dolnośląskie,Powiat głogowski,G.Pęcław,0203052,2363,0,2363
Wojewodztwo Dolnośląskie,Powiat głogowski,G.Żukowice,0203062,3619,0,3619
Wojewodztwo Dolnośląskie,Powiat górowski,M-W.Góra,0204013,20963,12575,8388
Wojewodztwo Dolnośląskie,Powiat górowski,G.Jemielno,0204022,3174,0,3174
Wojewodztwo Dolnośląskie,Powiat górowski,G.Niechlów,0204032,5182,0,5182
Wojewodztwo Dolnośląskie,Powiat górowski,M-W.Wąsosz,0204043,7498,2797,4701
Wojewodztwo Dolnośląskie,Powiat jaworski,M.Jawor,0205011,24340,24340,0
Wojewodztwo Dolnośląskie,Powiat jaworski,M-W.Bolków,0205023,11162,5505,5657
Wojewodztwo Dolnośląskie,Powiat jaworski,G.Męcinka,0205032,4953,0,4953
Wojewodztwo Dolnośląskie,Powiat jaworski,G.Mściwojów,0205042,4206,0,4206
Wojewodztwo Dolnośląskie,Powiat jaworski,G.Paszowice,0205052,3978,0,3978
Wojewodztwo Dolnośląskie,Powiat jaworski,G.Wądroże Wielkie,0205062,4095,0,4095
Wojewodztwo Dolnośląskie,Powiat jeleniogórski,M.Karpacz,0206011,5026,5026,0
Wojewodztwo Dolnośląskie,Powiat jeleniogórski,M.Kowary,0206021,11784,11784,0
Wojewodztwo Dolnośląskie,Powiat jeleniogórski,M.Piechowice,0206031,6565,6565,0
Wojewodztwo Dolnośląskie,Powiat jeleniogórski,M.Szklarska Poręba,0206041,7002,7002,0
Wojewodztwo Dolnośląskie,Powiat jeleniogórski,G.Janowice Wielkie,0206052,4276,0,4276
Wojewodztwo Dolnośląskie,Powiat jeleniogórski,G.Jeżów Sudecki,0206062,6777,0,6777
Wojewodztwo Dolnośląskie,Powiat jeleniogórski,G.Mysłakowice,0206072,10197,0,10197
Wojewodztwo Dolnośląskie,Powiat jeleniogórski,G.Podgórzyn,0206082,8120,0,8120
Wojewodztwo Dolnośląskie,Powiat jeleniogórski,G.Stara Kamienica,0206092,5387,0,5387
Wojewodztwo Dolnośląskie,Powiat kamiennogórski,M.Kamienna Góra,0207011,20734,20734,0
Wojewodztwo Dolnośląskie,Powiat kamiennogórski,G.Kamienna Góra,0207022,8910,0,8910
Wojewodztwo Dolnośląskie,Powiat kamiennogórski,M-W.Lubawka,0207033,11602,6448,5154
Wojewodztwo Dolnośląskie,Powiat kamiennogórski,G.Marciszów,0207042,4713,0,4713
Wojewodztwo Dolnośląskie,Powiat kłodzki,M.Duszniki-Zdrój,0208011,5029,5029,0
Wojewodztwo Dolnośląskie,Powiat kłodzki,M.Kłodzko,0208021,28750,28750,0
Wojewodztwo Dolnośląskie,Powiat kłodzki,M.Kudowa-Zdrój,0208031,10429,10429,0
Wojewodztwo Dolnośląskie,Powiat kłodzki,M.Nowa Ruda,0208041,23896,23896,0
Wojewodztwo Dolnośląskie,Powiat kłodzki,M.Polanica-Zdrój,0208051,6799,6799,0
Wojewodztwo Dolnośląskie,Powiat kłodzki,M-W.Bystrzyca Kłodzka,0208063,19823,10652,9171
Wojewodztwo Dolnośląskie,Powiat kłodzki,G.Kłodzko,0208072,17228,0,17228
Wojewodztwo Dolnośląskie,Powiat kłodzki,M-W.Lądek-Zdrój,0208083,8820,6091,2729
Wojewodztwo Dolnośląskie,Powiat kłodzki,G.Lewin Kłodzki,0208092,1983,0,1983
Wojewodztwo Dolnośląskie,Powiat kłodzki,M-W.Międzylesie,0208103,7594,2755,4839
Wojewodztwo Dolnośląskie,Powiat kłodzki,G.Nowa Ruda,0208112,12272,0,12272
Wojewodztwo Dolnośląskie,Powiat kłodzki,M-W.Radków,0208123,9460,2521,6939
Wojewodztwo Dolnośląskie,Powiat kłodzki,M-W.Stronie Śląskie,0208133,7833,6086,1747
Wojewodztwo Dolnośląskie,Powiat kłodzki,M-W.Szczytna,0208143,7477,5344,2133
Wojewodztwo Dolnośląskie,Powiat legnicki,M.Chojnów,0209011,14367,14367,0
Wojewodztwo Dolnośląskie,Powiat legnicki,G.Chojnów,0209022,9466,0,9466
Wojewodztwo Dolnośląskie,Powiat legnicki,G.Krotoszyce,0209032,3182,0,3182
Wojewodztwo Dolnośląskie,Powiat legnicki,G.Kunice,0209042,5903,0,5903
Wojewodztwo Dolnośląskie,Powiat legnicki,G.Legnickie Pole,0209052,5127,0,5127
Wojewodztwo Dolnośląskie,Powiat legnicki,G.Miłkowice,0209062,6290,0,6290
Wojewodztwo Dolnośląskie,Powiat legnicki,M-W.Prochowice,0209073,7566,3704,3862
Wojewodztwo Dolnośląskie,Powiat legnicki,G.Ruja,0209082,2726,0,2726
Wojewodztwo Dolnośląskie,Powiat lubański,M.Lubań,0210011,22301,22301,0
Wojewodztwo Dolnośląskie,Powiat lubański,M.Świeradów-Zdrój,0210021,4498,4498,0
Wojewodztwo Dolnośląskie,Powiat lubański,M-W.Leśna,0210033,10565,4686,5879
Wojewodztwo Dolnośląskie,Powiat lubański,G.Lubań,0210042,6515,0,6515
Wojewodztwo Dolnośląskie,Powiat lubański,M-W.Olszyna,0210053,6707,4527,2180
Wojewodztwo Dolnośląskie,Powiat lubański,G.Platerówka,0210062,1665,0,1665
Wojewodztwo Dolnośląskie,Powiat lubański,G.Siekierczyn,0210072,4609,0,4609
Wojewodztwo Dolnośląskie,Powiat lubiński,M.Lubin,0211011,75357,75357,0
Wojewodztwo Dolnośląskie,Powiat lubiński,G.Lubin,0211022,13448,0,13448
Wojewodztwo Dolnośląskie,Powiat lubiński,G.Rudna,0211032,7548,0,7548
Wojewodztwo Dolnośląskie,Powiat lubiński,M-W.Ścinawa,0211043,10520,5936,4584
Wojewodztwo Dolnośląskie,Powiat lwówecki,M-W.Gryfów Śląski,0212013,10249,7096,3153
Wojewodztwo Dolnośląskie,Powiat lwówecki,M-W.Lubomierz,0212023,6212,2026,4186
Wojewodztwo Dolnośląskie,Powiat lwówecki,M-W.Lwówek Śląski,0212033,18097,9462,8635
Wojewodztwo Dolnośląskie,Powiat lwówecki,M-W.Mirsk,0212043,9008,4199,4809
Wojewodztwo Dolnośląskie,Powiat lwówecki,M-W.Wleń,0212053,4453,1855,2598
Wojewodztwo Dolnośląskie,Powiat milicki,G.Cieszków,0213012,4714,0,4714
Wojewodztwo Dolnośląskie,Powiat milicki,G.Krośnice,0213022,8227,0,8227
Wojewodztwo Dolnośląskie,Powiat milicki,M-W.Milicz,0213033,24565,11964,12601
Wojewodztwo Dolnośląskie,Powiat oleśnicki,M.Oleśnica,0214011,37118,37118,0
Wojewodztwo Dolnośląskie,Powiat oleśnicki,M-W.Bierutów,0214023,10292,5084,5208
Wojewodztwo Dolnośląskie,Powiat oleśnicki,G.Dobroszyce,0214032,6336,0,6336
Wojewodztwo Dolnośląskie,Powiat oleśnicki,G.Dziadowa Kłoda,0214042,4617,0,4617
Wojewodztwo Dolnośląskie,Powiat oleśnicki,M-W.Międzybórz,0214053,5125,2386,2739
Wojewodztwo Dolnośląskie,Powiat oleśnicki,G.Oleśnica,0214062,12342,0,12342
Wojewodztwo Dolnośląskie,Powiat oleśnicki,M-W.Syców,0214073,16456,10469,5987
Wojewodztwo Dolnośląskie,Powiat oleśnicki,M-W.Twardogóra,0214083,13023,6847,6176
Wojewodztwo Dolnośląskie,Powiat oławski,M.Oława,0215011,31847,31847,0
Wojewodztwo Dolnośląskie,Powiat oławski,G.Domaniów,0215022,5372,0,5372
Wojewodztwo Dolnośląskie,Powiat oławski,M-W.Jelcz-Laskowice,0215033,22828,15833,6995
Wojewodztwo Dolnośląskie,Powiat oławski,G.Oława,0215042,14753,0,14753
Wojewodztwo Dolnośląskie,Powiat polkowicki,M-W.Chocianów,0216013,13088,8293,4795
Wojewodztwo Dolnośląskie,Powiat polkowicki,G.Gaworzyce,0216022,3930,0,3930
Wojewodztwo Dolnośląskie,Powiat polkowicki,G.Grębocice,0216032,5300,0,5300
Wojewodztwo Dolnośląskie,Powiat polkowicki,M-W.Polkowice,0216043,27163,22802,4361
Wojewodztwo Dolnośląskie,Powiat polkowicki,M-W.Przemków,0216053,8868,6549,2319
Wojewodztwo Dolnośląskie,Powiat polkowicki,G.Radwanice,0216062,4628,0,4628
Wojewodztwo Dolnośląskie,Powiat strzeliński,G.Borów,0217012,5270,0,5270
Wojewodztwo Dolnośląskie,Powiat strzeliński,G.Kondratowice,0217022,4594,0,4594
Wojewodztwo Dolnośląskie,Powiat strzeliński,G.Przeworno,0217032,5122,0,5122
Wojewodztwo Dolnośląskie,Powiat strzeliński,M-W.Strzelin,0217043,22216,12608,9608
Wojewodztwo Dolnośląskie,Powiat strzeliński,M-W.Wiązów,0217053,7518,2380,5138
Wojewodztwo Dolnośląskie,Powiat średzki,G.Kostomłoty,0218012,7160,0,7160
Wojewodztwo Dolnośląskie,Powiat średzki,G.Malczyce,0218022,6100,0,6100
Wojewodztwo Dolnośląskie,Powiat średzki,G.Miękinia,0218032,13338,0,13338
Wojewodztwo Dolnośląskie,Powiat średzki,M-W.Środa Śląska,0218043,19512,9225,10287
Wojewodztwo Dolnośląskie,Powiat średzki,G.Udanin,0218052,5486,0,5486
Wojewodztwo Dolnośląskie,Powiat świdnicki,M.Świdnica,0219011,60437,60437,0
Wojewodztwo Dolnośląskie,Powiat świdnicki,M.Świebodzice,0219021,23292,23292,0
Wojewodztwo Dolnośląskie,Powiat świdnicki,G.Dobromierz,0219032,5418,0,5418
Wojewodztwo Dolnośląskie,Powiat świdnicki,M-W.Jaworzyna Śląska,0219043,10413,5258,5155
Wojewodztwo Dolnośląskie,Powiat świdnicki,G.Marcinowice,0219052,6499,0,6499
Wojewodztwo Dolnośląskie,Powiat świdnicki,M-W.Strzegom,0219063,27106,16963,10143
Wojewodztwo Dolnośląskie,Powiat świdnicki,G.Świdnica,0219072,16374,0,16374
Wojewodztwo Dolnośląskie,Powiat świdnicki,M-W.Żarów,0219083,12646,7000,5646
Wojewodztwo Dolnośląskie,Powiat trzebnicki,M-W.Oborniki Śląskie,0220013,19190,8826,10364
Wojewodztwo Dolnośląskie,Powiat trzebnicki,M-W.Prusice,0220023,9370,2302,7068
Wojewodztwo Dolnośląskie,Powiat trzebnicki,M-W.Trzebnica,0220033,22969,12619,10350
Wojewodztwo Dolnośląskie,Powiat trzebnicki,G.Wisznia Mała,0220042,9319,0,9319
Wojewodztwo Dolnośląskie,Powiat trzebnicki,G.Zawonia,0220052,5697,0,5697
Wojewodztwo Dolnośląskie,Powiat trzebnicki,M-W.Żmigród,0220063,15041,6573,8468
Wojewodztwo Dolnośląskie,Powiat wałbrzyski,M.Boguszów-Gorce,0221011,16590,16590,0
Wojewodztwo Dolnośląskie,Powiat wałbrzyski,M.Jedlina-Zdrój,0221021,5082,5082,0
Wojewodztwo Dolnośląskie,Powiat wałbrzyski,M.Szczawno-Zdrój,0221031,5926,5926,0
Wojewodztwo Dolnośląskie,Powiat wałbrzyski,G.Czarny Bór,0221042,4841,0,4841
Wojewodztwo Dolnośląskie,Powiat wałbrzyski,M-W.Głuszyca,0221053,9176,6872,2304
Wojewodztwo Dolnośląskie,Powiat wałbrzyski,M-W.Mieroszów,0221063,7377,4486,2891
Wojewodztwo Dolnośląskie,Powiat wałbrzyski,G.Stare Bogaczowice,0221072,4253,0,4253
Wojewodztwo Dolnośląskie,Powiat wałbrzyski,G.Walim,0221082,5752,0,5752
Wojewodztwo Dolnośląskie,Powiat wałbrzyski,M.Wałbrzych,0221091,120715,120715,0
Wojewodztwo Dolnośląskie,Powiat wołowski,M-W.Brzeg Dolny,0222013,16266,12739,3527
Wojewodztwo Dolnośląskie,Powiat wołowski,G.Wińsko,0222022,8677,0,8677
Wojewodztwo Dolnośląskie,Powiat wołowski,M-W.Wołów,0222033,22930,12597,10333
Wojewodztwo Dolnośląskie,Powiat wrocławski,G.Czernica,0223012,11820,0,11820
Wojewodztwo Dolnośląskie,Powiat wrocławski,G.Długołęka,0223022,24152,0,24152
Wojewodztwo Dolnośląskie,Powiat wrocławski,G.Jordanów Śląski,0223032,3113,0,3113
Wojewodztwo Dolnośląskie,Powiat wrocławski,M-W.Kąty Wrocławskie,0223043,21144,6032,15112
Wojewodztwo Dolnośląskie,Powiat wrocławski,G.Kobierzyce,0223052,16912,0,16912
Wojewodztwo Dolnośląskie,Powiat wrocławski,G.Mietków,0223062,3838,0,3838
Wojewodztwo Dolnośląskie,Powiat wrocławski,M-W.Sobótka,0223073,12728,7023,5705
Wojewodztwo Dolnośląskie,Powiat wrocławski,M-W.Siechnice,0223083,16391,5376,11015
Wojewodztwo Dolnośląskie,Powiat wrocławski,G.Żórawina,0223092,9267,0,9267
Wojewodztwo Dolnośląskie,Powiat ząbkowicki,M-W.Bardo,0224013,5559,2794,2765
Wojewodztwo Dolnośląskie,Powiat ząbkowicki,G.Ciepłowody,0224022,3136,0,3136
Wojewodztwo Dolnośląskie,Powiat ząbkowicki,G.Kamieniec Ząbkowicki,0224032,8610,0,8610
Wojewodztwo Dolnośląskie,Powiat ząbkowicki,G.Stoszowice,0224042,5547,0,5547
Wojewodztwo Dolnośląskie,Powiat ząbkowicki,M-W.Ząbkowice Śląskie,0224053,23099,16086,7013
Wojewodztwo Dolnośląskie,Powiat ząbkowicki,M-W.Ziębice,0224063,18215,9308,8907
Wojewodztwo Dolnośląskie,Powiat ząbkowicki,M-W.Złoty Stok,0224073,4827,3004,1823
Wojewodztwo Dolnośląskie,Powiat zgorzelecki,M.Zawidów,0225011,4384,4384,0
Wojewodztwo Dolnośląskie,Powiat zgorzelecki,M.Zgorzelec,0225021,32525,32525,0
Wojewodztwo Dolnośląskie,Powiat zgorzelecki,M-W.Bogatynia,0225033,25009,18894,6115
Wojewodztwo Dolnośląskie,Powiat zgorzelecki,M-W.Pieńsk,0225043,9361,5961,3400
Wojewodztwo Dolnośląskie,Powiat zgorzelecki,G.Sulików,0225052,6150,0,6150
Wojewodztwo Dolnośląskie,Powiat zgorzelecki,M-W.Węgliniec,0225063,8841,3090,5751
Wojewodztwo Dolnośląskie,Powiat zgorzelecki,G.Zgorzelec,0225072,8227,0,8227
Wojewodztwo Dolnośląskie,Powiat złotoryjski,M.Wojcieszów,0226011,3913,3913,0
Wojewodztwo Dolnośląskie,Powiat złotoryjski,M.Złotoryja,0226021,16539,16539,0
Wojewodztwo Dolnośląskie,Powiat złotoryjski,G.Pielgrzymka,0226032,4697,0,4697
Wojewodztwo Dolnośląskie,Powiat złotoryjski,M-W.Świerzawa,0226043,7816,2428,5388
Wojewodztwo Dolnośląskie,Powiat złotoryjski,G.Zagrodno,0226052,5590,0,5590
Wojewodztwo Dolnośląskie,Powiat złotoryjski,G.Złotoryja,0226062,7117,0,7117
Wojewodztwo Dolnośląskie,Powiat złotoryjski,m. Jelenia Góra,0261,83860,83860,0
Wojewodztwo Dolnośląskie,Powiat złotoryjski,m. Legnica,0262,103238,103238,0
Wojewodztwo Dolnośląskie,Powiat złotoryjski,m. Wrocław,0264,630131,630131,0
Wojewodztwo Kujawsko-pomorskie,Powiat aleksandrowski,M.Aleksandrów Kujawski,0401011,12614,12614,0
Wojewodztwo Kujawsko-pomorskie,Powiat aleksandrowski,M.Ciechocinek,0401021,10921,10921,0
Wojewodztwo Kujawsko-pomorskie,Powiat aleksandrowski,M.Nieszawa,0401031,2009,2009,0
Wojewodztwo Kujawsko-pomorskie,Powiat aleksandrowski,G.Aleksandrów Kujawski,0401042,11438,0,11438
Wojewodztwo Kujawsko-pomorskie,Powiat aleksandrowski,G.Bądkowo,0401052,4502,0,4502
Wojewodztwo Kujawsko-pomorskie,Powiat aleksandrowski,G.Koneck,0401062,3354,0,3354
Wojewodztwo Kujawsko-pomorskie,Powiat aleksandrowski,G.Raciążek,0401072,3179,0,3179
Wojewodztwo Kujawsko-pomorskie,Powiat aleksandrowski,G.Waganiec,0401082,4568,0,4568
Wojewodztwo Kujawsko-pomorskie,Powiat aleksandrowski,G.Zakrzewo,0401092,3674,0,3674
Wojewodztwo Kujawsko-pomorskie,Powiat brodnicki,M.Brodnica,0402011,28416,28416,0
Wojewodztwo Kujawsko-pomorskie,Powiat brodnicki,G.Bobrowo,0402022,6260,0,6260
Wojewodztwo Kujawsko-pomorskie,Powiat brodnicki,G.Brodnica,0402032,7323,0,7323
Wojewodztwo Kujawsko-pomorskie,Powiat brodnicki,G.Brzozie,0402042,3738,0,3738
Wojewodztwo Kujawsko-pomorskie,Powiat brodnicki,M-W.Górzno,0402053,3953,1402,2551
Wojewodztwo Kujawsko-pomorskie,Powiat brodnicki,G.Bartniczka,0402062,4728,0,4728
Wojewodztwo Kujawsko-pomorskie,Powiat brodnicki,M-W.Jabłonowo Pomorskie,0402073,9110,3853,5257
Wojewodztwo Kujawsko-pomorskie,Powiat brodnicki,G.Osiek,0402082,4119,0,4119
Wojewodztwo Kujawsko-pomorskie,Powiat brodnicki,G.Świedziebnia,0402092,5195,0,5195
Wojewodztwo Kujawsko-pomorskie,Powiat brodnicki,G.Zbiczno,0402102,4687,0,4687
Wojewodztwo Kujawsko-pomorskie,Powiat bydgoski,G.Białe Błota,0403012,17579,0,17579
Wojewodztwo Kujawsko-pomorskie,Powiat bydgoski,G.Dąbrowa Chełmińska,0403022,7763,0,7763
Wojewodztwo Kujawsko-pomorskie,Powiat bydgoski,G.Dobrcz,0403032,10243,0,10243
Wojewodztwo Kujawsko-pomorskie,Powiat bydgoski,M-W.Koronowo,0403043,24022,11332,12690
Wojewodztwo Kujawsko-pomorskie,Powiat bydgoski,G.Nowa Wieś Wielka,0403052,9210,0,9210
Wojewodztwo Kujawsko-pomorskie,Powiat bydgoski,G.Osielsko,0403062,11308,0,11308
Wojewodztwo Kujawsko-pomorskie,Powiat bydgoski,G.Sicienko,0403072,9546,0,9546
Wojewodztwo Kujawsko-pomorskie,Powiat bydgoski,M-W.Solec Kujawski,0403083,16688,15596,1092
Wojewodztwo Kujawsko-pomorskie,Powiat chełmiński,M.Chełmno,0404011,20934,20934,0
Wojewodztwo Kujawsko-pomorskie,Powiat chełmiński,G.Chełmno,0404022,5496,0,5496
Wojewodztwo Kujawsko-pomorskie,Powiat chełmiński,G.Kijewo Królewskie,0404032,4401,0,4401
Wojewodztwo Kujawsko-pomorskie,Powiat chełmiński,G.Lisewo,0404042,5274,0,5274
Wojewodztwo Kujawsko-pomorskie,Powiat chełmiński,G.Papowo Biskupie,0404052,4456,0,4456
Wojewodztwo Kujawsko-pomorskie,Powiat chełmiński,G.Stolno,0404062,5167,0,5167
Wojewodztwo Kujawsko-pomorskie,Powiat chełmiński,G.Unisław,0404072,6979,0,6979
Wojewodztwo Kujawsko-pomorskie,Powiat golubsko-dobrzyński,M.Golub-Dobrzyń,0405011,12959,12959,0
Wojewodztwo Kujawsko-pomorskie,Powiat golubsko-dobrzyński,G.Ciechocin,0405022,4019,0,4019
Wojewodztwo Kujawsko-pomorskie,Powiat golubsko-dobrzyński,G.Golub-Dobrzyń,0405032,8342,0,8342
Wojewodztwo Kujawsko-pomorskie,Powiat golubsko-dobrzyński,M-W.Kowalewo Pomorskie,0405043,11573,4260,7313
Wojewodztwo Kujawsko-pomorskie,Powiat golubsko-dobrzyński,G.Radomin,0405052,4030,0,4030
Wojewodztwo Kujawsko-pomorskie,Powiat golubsko-dobrzyński,G.Zbójno,0405062,4424,0,4424
Wojewodztwo Kujawsko-pomorskie,Powiat grudziądzki,G.Grudziądz,0406012,11719,0,11719
Wojewodztwo Kujawsko-pomorskie,Powiat grudziądzki,G.Gruta,0406022,6535,0,6535
Wojewodztwo Kujawsko-pomorskie,Powiat grudziądzki,M-W.Łasin,0406033,8382,3415,4967
Wojewodztwo Kujawsko-pomorskie,Powiat grudziądzki,M-W.Radzyń Chełmiński,0406043,4938,1935,3003
Wojewodztwo Kujawsko-pomorskie,Powiat grudziądzki,G.Rogóźno,0406052,4186,0,4186
Wojewodztwo Kujawsko-pomorskie,Powiat grudziądzki,G.Świecie nad Osą,0406062,4397,0,4397
Wojewodztwo Kujawsko-pomorskie,Powiat inowrocławski,M.Inowrocław,0407011,76086,76086,0
Wojewodztwo Kujawsko-pomorskie,Powiat inowrocławski,G.Dąbrowa Biskupia,0407022,5140,0,5140
Wojewodztwo Kujawsko-pomorskie,Powiat inowrocławski,M-W.Gniewkowo,0407033,15015,7428,7587
Wojewodztwo Kujawsko-pomorskie,Powiat inowrocławski,G.Inowrocław,0407042,11307,0,11307
Wojewodztwo Kujawsko-pomorskie,Powiat inowrocławski,M-W.Janikowo,0407053,13652,9186,4466
Wojewodztwo Kujawsko-pomorskie,Powiat inowrocławski,M-W.Kruszwica,0407063,20077,9330,10747
Wojewodztwo Kujawsko-pomorskie,Powiat inowrocławski,M-W.Pakość,0407073,10008,5870,4138
Wojewodztwo Kujawsko-pomorskie,Powiat inowrocławski,G.Rojewo,0407082,4756,0,4756
Wojewodztwo Kujawsko-pomorskie,Powiat inowrocławski,G.Złotniki Kujawskie,0407092,9165,0,9165
Wojewodztwo Kujawsko-pomorskie,Powiat lipnowski,M.Lipno,0408011,15080,15080,0
Wojewodztwo Kujawsko-pomorskie,Powiat lipnowski,G.Bobrowniki,0408022,3117,0,3117
Wojewodztwo Kujawsko-pomorskie,Powiat lipnowski,G.Chrostkowo,0408032,3059,0,3059
Wojewodztwo Kujawsko-pomorskie,Powiat lipnowski,M-W.Dobrzyń nad Wisłą,0408043,8033,2334,5699
Wojewodztwo Kujawsko-pomorskie,Powiat lipnowski,G.Kikół,0408052,7327,0,7327
Wojewodztwo Kujawsko-pomorskie,Powiat lipnowski,G.Lipno,0408062,11646,0,11646
Wojewodztwo Kujawsko-pomorskie,Powiat lipnowski,M-W.Skępe,0408073,7833,3684,4149
Wojewodztwo Kujawsko-pomorskie,Powiat lipnowski,G.Tłuchowo,0408082,4722,0,4722
Wojewodztwo Kujawsko-pomorskie,Powiat lipnowski,G.Wielgie,0408092,6804,0,6804
Wojewodztwo Kujawsko-pomorskie,Powiat mogileński,G.Dąbrowa,0409012,4747,0,4747
Wojewodztwo Kujawsko-pomorskie,Powiat mogileński,G.Jeziora Wielkie,0409022,5082,0,5082
Wojewodztwo Kujawsko-pomorskie,Powiat mogileński,M-W.Mogilno,0409033,25105,12547,12558
Wojewodztwo Kujawsko-pomorskie,Powiat mogileński,M-W.Strzelno,0409043,12090,5885,6205
Wojewodztwo Kujawsko-pomorskie,Powiat nakielski,M-W.Kcynia,0410013,13704,4724,8980
Wojewodztwo Kujawsko-pomorskie,Powiat nakielski,M-W.Mrocza,0410023,9310,4393,4917
Wojewodztwo Kujawsko-pomorskie,Powiat nakielski,M-W.Nakło nad Notecią,0410033,32678,19542,13136
Wojewodztwo Kujawsko-pomorskie,Powiat nakielski,G.Sadki,0410042,7279,0,7279
Wojewodztwo Kujawsko-pomorskie,Powiat nakielski,M-W.Szubin,0410053,23895,9532,14363
Wojewodztwo Kujawsko-pomorskie,Powiat radziejowski,M.Radziejów,0411011,5944,5944,0
Wojewodztwo Kujawsko-pomorskie,Powiat radziejowski,G.Bytoń,0411022,3668,0,3668
Wojewodztwo Kujawsko-pomorskie,Powiat radziejowski,G.Dobre,0411032,5574,0,5574
Wojewodztwo Kujawsko-pomorskie,Powiat radziejowski,G.Osięciny,0411042,8088,0,8088
Wojewodztwo Kujawsko-pomorskie,Powiat radziejowski,M-W.Piotrków Kujawski,0411053,9649,4535,5114
Wojewodztwo Kujawsko-pomorskie,Powiat radziejowski,G.Radziejów,0411062,4476,0,4476
Wojewodztwo Kujawsko-pomorskie,Powiat radziejowski,G.Topólka,0411072,5024,0,5024
Wojewodztwo Kujawsko-pomorskie,Powiat rypiński,M.Rypin,0412011,16902,16902,0
Wojewodztwo Kujawsko-pomorskie,Powiat rypiński,G.Brzuze,0412022,5385,0,5385
Wojewodztwo Kujawsko-pomorskie,Powiat rypiński,G.Rogowo,0412032,4855,0,4855
Wojewodztwo Kujawsko-pomorskie,Powiat rypiński,G.Rypin,0412042,7377,0,7377
Wojewodztwo Kujawsko-pomorskie,Powiat rypiński,G.Skrwilno,0412052,6243,0,6243
Wojewodztwo Kujawsko-pomorskie,Powiat rypiński,G.Wąpielsk,0412062,4130,0,4130
Wojewodztwo Kujawsko-pomorskie,Powiat sępoleński,M-W.Kamień Krajeński,0413013,7032,2373,4659
Wojewodztwo Kujawsko-pomorskie,Powiat sępoleński,M-W.Sępólno Krajeńskie,0413023,16142,9336,6806
Wojewodztwo Kujawsko-pomorskie,Powiat sępoleński,G.Sośno,0413032,5157,0,5157
Wojewodztwo Kujawsko-pomorskie,Powiat sępoleński,M-W.Więcbork,0413043,13380,6012,7368
Wojewodztwo Kujawsko-pomorskie,Powiat świecki,G.Bukowiec,0414012,5192,0,5192
Wojewodztwo Kujawsko-pomorskie,Powiat świecki,G.Dragacz,0414022,7145,0,7145
Wojewodztwo Kujawsko-pomorskie,Powiat świecki,G.Drzycim,0414032,5045,0,5045
Wojewodztwo Kujawsko-pomorskie,Powiat świecki,G.Jeżewo,0414042,7939,0,7939
Wojewodztwo Kujawsko-pomorskie,Powiat świecki,G.Lniano,0414052,4219,0,4219
Wojewodztwo Kujawsko-pomorskie,Powiat świecki,M-W.Nowe,0414063,10841,6295,4546
Wojewodztwo Kujawsko-pomorskie,Powiat świecki,G.Osie,0414072,5413,0,5413
Wojewodztwo Kujawsko-pomorskie,Powiat świecki,G.Pruszcz,0414082,9579,0,9579
Wojewodztwo Kujawsko-pomorskie,Powiat świecki,M-W.Świecie,0414093,34313,26650,7663
Wojewodztwo Kujawsko-pomorskie,Powiat świecki,G.Świekatowo,0414102,3526,0,3526
Wojewodztwo Kujawsko-pomorskie,Powiat świecki,G.Warlubie,0414112,6643,0,6643
Wojewodztwo Kujawsko-pomorskie,Powiat toruński,M.Chełmża,0415011,15250,15250,0
Wojewodztwo Kujawsko-pomorskie,Powiat toruński,G.Chełmża,0415022,9638,0,9638
Wojewodztwo Kujawsko-pomorskie,Powiat toruński,G.Czernikowo,0415032,8880,0,8880
