Wojewodztwo,Powiat,Gminy,Symbol terytorialny,Ogolem,Miasto,Wies
Wojewodztwo Śląskie,Powiat zawierciański,M-W.Pilica,2416073,8992,1947,7045
Wojewodztwo Śląskie,Powiat zawierciański,M-W.Szczekociny,2416083,8192,3795,4397
Wojewodztwo Śląskie,Powiat zawierciański,G.Włodowice,2416092,5271,0,5271
Wojewodztwo Śląskie,Powiat zawierciański,G.Żarnowiec,2416102,4828,0,4828
Wojewodztwo Śląskie,Powiat żywiecki,M.Żywiec,2417011,32448,32448,0
Wojewodztwo Śląskie,Powiat żywiecki,G.Czernichów,2417022,6695,0,6695
Wojewodztwo Śląskie,Powiat żywiecki,G.Gilowice,2417032,5977,0,5977
Wojewodztwo Śląskie,Powiat żywiecki,G.Jeleśnia,2417042,13587,0,13587
Wojewodztwo Śląskie,Powiat żywiecki,G.Koszarawa,2417052,2468,0,2468
Wojewodztwo Śląskie,Powiat żywiecki,G.Lipowa,2417062,10163,0,10163
Wojewodztwo Śląskie,Powiat żywiecki,G.Łękawica,2417072,4426,0,4426
Wojewodztwo Śląskie,Powiat żywiecki,G.Łodygowice,2417082,13665,0,13665
Wojewodztwo Śląskie,Powiat żywiecki,G.Milówka,2417092,10108,0,10108
Wojewodztwo Śląskie,Powiat żywiecki,G.Radziechowy-Wieprz,2417102,12886,0,12886
Wojewodztwo Śląskie,Powiat żywiecki,G.Rajcza,2417112,9232,0,9232
Wojewodztwo Śląskie,Powiat żywiecki,G.Ślemień,2417122,3463,0,3463
Wojewodztwo Śląskie,Powiat żywiecki,G.Świnna,2417132,8039,0,8039
Wojewodztwo Śląskie,Powiat żywiecki,G.Ujsoły,2417142,4733,0,4733
Wojewodztwo Śląskie,Powiat żywiecki,G.Węgierska Górka,2417152,15042,0,15042
Wojewodztwo Śląskie,Powiat żywiecki,m. Bielsko-Biała,2461,174534,174534,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Bytom,2462,176902,176902,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Chorzów,2463,111692,111692,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Częstochowa,2464,236796,236796,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Dąbrowa Górnicza,2465,125905,125905,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Gliwice,2466,187474,187474,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Jastrzębie-Zdrój,2467,92465,92465,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Jaworzno,2468,94732,94732,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Katowice,2469,310764,310764,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Mysłowice,2470,75446,75446,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Piekary Śląskie,2471,57917,57917,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Ruda Śląska,2472,142510,142510,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Rybnik,2473,140924,140924,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Siemianowice Śląskie,2474,70170,70170,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Sosnowiec,2475,216420,216420,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Świętochłowice,2476,53150,53150,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Tychy,2477,129378,129378,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Zabrze,2478,181128,181128,0
Wojewodztwo Śląskie,Powiat żywiecki,m. Żory,2479,62094,62094,0
Wojewodztwo Świętokrzyskie,Powiat buski,M-W.Busko-Zdrój,2601013,32995,17120,15875
Wojewodztwo Świętokrzyskie,Powiat buski,G.Gnojno,2601022,4624,0,4624
Wojewodztwo Świętokrzyskie,Powiat buski,G.Nowy Korczyn,2601032,6389,0,6389
Wojewodztwo Świętokrzyskie,Powiat buski,G.Pacanów,2601042,7829,0,7829
Wojewodztwo Świętokrzyskie,Powiat buski,G.Solec-Zdrój,2601052,5120,0,5120
Wojewodztwo Świętokrzyskie,Powiat buski,G.Stopnica,2601062,7936,0,7936
Wojewodztwo Świętokrzyskie,Powiat buski,G.Tuczępy,2601072,3840,0,3840
Wojewodztwo Świętokrzyskie,Powiat buski,G.Wiślica,2601082,5779,0,5779
Wojewodztwo Świętokrzyskie,Powiat jędrzejowski,G.Imielno,2602012,4485,0,4485
Wojewodztwo Świętokrzyskie,Powiat jędrzejowski,M-W.Jędrzejów,2602023,29120,16166,12954
Wojewodztwo Świętokrzyskie,Powiat jędrzejowski,M-W.Małogoszcz,2602033,11807,3990,7817
Wojewodztwo Świętokrzyskie,Powiat jędrzejowski,G.Nagłowice,2602042,5220,0,5220
Wojewodztwo Świętokrzyskie,Powiat jędrzejowski,G.Oksa,2602052,4794,0,4794
Wojewodztwo Świętokrzyskie,Powiat jędrzejowski,M-W.Sędziszów,2602063,12997,6723,6274
Wojewodztwo Świętokrzyskie,Powiat jędrzejowski,G.Słupia Jędrzejowska,2602072,4408,0,4408
Wojewodztwo Świętokrzyskie,Powiat jędrzejowski,G.Sobków,2602082,8442,0,8442
Wojewodztwo Świętokrzyskie,Powiat jędrzejowski,G.Wodzisław,2602092,7478,0,7478
Wojewodztwo Świętokrzyskie,Powiat kazimierski,G.Bejsce,2603012,4324,0,4324
Wojewodztwo Świętokrzyskie,Powiat kazimierski,G.Czarnocin,2603022,4059,0,4059
Wojewodztwo Świętokrzyskie,Powiat kazimierski,M-W.Kazimierza Wielka,2603033,16960,5938,11022
Wojewodztwo Świętokrzyskie,Powiat kazimierski,G.Opatowiec,2603042,3517,0,3517
Wojewodztwo Świętokrzyskie,Powiat kazimierski,M-W.Skalbmierz,2603053,6879,1361,5518
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Bieliny,2604012,10110,0,10110
Wojewodztwo Świętokrzyskie,Powiat kielecki,M-W.Bodzentyn,2604023,11799,2316,9483
Wojewodztwo Świętokrzyskie,Powiat kielecki,M-W.Chęciny,2604033,15085,4475,10610
Wojewodztwo Świętokrzyskie,Powiat kielecki,M-W.Chmielnik,2604043,11550,3983,7567
Wojewodztwo Świętokrzyskie,Powiat kielecki,M-W.Daleszyce,2604053,15459,2965,12494
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Górno,2604062,13527,0,13527
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Łagów,2604072,6999,0,6999
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Łopuszno,2604082,9056,0,9056
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Masłów,2604092,10328,0,10328
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Miedziana Góra,2604102,10706,0,10706
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Mniów,2604112,9391,0,9391
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Morawica,2604122,14702,0,14702
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Nowa Słupia,2604132,9784,0,9784
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Piekoszów,2604142,15861,0,15861
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Pierzchnica,2604152,4805,0,4805
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Raków,2604162,5848,0,5848
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Sitkówka-Nowiny,2604172,7439,0,7439
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Strawczyn,2604182,10181,0,10181
Wojewodztwo Świętokrzyskie,Powiat kielecki,G.Zagnańsk,2604192,12870,0,12870
Wojewodztwo Świętokrzyskie,Powiat konecki,G.Fałków,2605012,4766,0,4766
Wojewodztwo Świętokrzyskie,Powiat konecki,G.Gowarczów,2605022,4736,0,4736
Wojewodztwo Świętokrzyskie,Powiat konecki,M-W.Końskie,2605033,37018,20920,16098
Wojewodztwo Świętokrzyskie,Powiat konecki,G.Radoszyce,2605042,9257,0,9257
Wojewodztwo Świętokrzyskie,Powiat konecki,G.Ruda Maleniecka,2605052,3294,0,3294
Wojewodztwo Świętokrzyskie,Powiat konecki,G.Słupia Konecka,2605062,3519,0,3519
Wojewodztwo Świętokrzyskie,Powiat konecki,G.Smyków,2605072,3767,0,3767
Wojewodztwo Świętokrzyskie,Powiat konecki,M-W.Stąporków,2605083,18171,6142,12029
Wojewodztwo Świętokrzyskie,Powiat opatowski,G.Baćkowice,2606012,5119,0,5119
Wojewodztwo Świętokrzyskie,Powiat opatowski,G.Iwaniska,2606022,6987,0,6987
Wojewodztwo Świętokrzyskie,Powiat opatowski,G.Lipnik,2606032,5676,0,5676
Wojewodztwo Świętokrzyskie,Powiat opatowski,M-W.Opatów,2606043,12450,6864,5586
Wojewodztwo Świętokrzyskie,Powiat opatowski,M-W.Ożarów,2606053,11300,4849,6451
Wojewodztwo Świętokrzyskie,Powiat opatowski,G.Sadowie,2606062,4198,0,4198
Wojewodztwo Świętokrzyskie,Powiat opatowski,G.Tarłów,2606072,5581,0,5581
Wojewodztwo Świętokrzyskie,Powiat opatowski,G.Wojciechowice,2606082,4352,0,4352
Wojewodztwo Świętokrzyskie,Powiat ostrowiecki,M.Ostrowiec Świętokrzyski,2607011,73681,73681,0
Wojewodztwo Świętokrzyskie,Powiat ostrowiecki,G.Bałtów,2607022,3820,0,3820
Wojewodztwo Świętokrzyskie,Powiat ostrowiecki,G.Bodzechów,2607032,13725,0,13725
Wojewodztwo Świętokrzyskie,Powiat ostrowiecki,M-W.Ćmielów,2607043,7812,3238,4574
Wojewodztwo Świętokrzyskie,Powiat ostrowiecki,M-W.Kunów,2607053,10117,3170,6947
Wojewodztwo Świętokrzyskie,Powiat ostrowiecki,G.Waśniów,2607062,7126,0,7126
Wojewodztwo Świętokrzyskie,Powiat pińczowski,M-W.Działoszyce,2608013,5357,1034,4323
Wojewodztwo Świętokrzyskie,Powiat pińczowski,G.Kije,2608022,4526,0,4526
Wojewodztwo Świętokrzyskie,Powiat pińczowski,G.Michałów,2608032,4830,0,4830
Wojewodztwo Świętokrzyskie,Powiat pińczowski,M-W.Pińczów,2608043,21813,11612,10201
Wojewodztwo Świętokrzyskie,Powiat pińczowski,G.Złota,2608052,4785,0,4785
Wojewodztwo Świętokrzyskie,Powiat sandomierski,M.Sandomierz,2609011,24894,24894,0
Wojewodztwo Świętokrzyskie,Powiat sandomierski,G.Dwikozy,2609022,9129,0,9129
Wojewodztwo Świętokrzyskie,Powiat sandomierski,G.Klimontów,2609032,8583,0,8583
Wojewodztwo Świętokrzyskie,Powiat sandomierski,M-W.Koprzywnica,2609043,7016,2621,4395
Wojewodztwo Świętokrzyskie,Powiat sandomierski,G.Łoniów,2609052,7507,0,7507
Wojewodztwo Świętokrzyskie,Powiat sandomierski,G.Obrazów,2609062,6694,0,6694
Wojewodztwo Świętokrzyskie,Powiat sandomierski,G.Samborzec,2609072,8812,0,8812
Wojewodztwo Świętokrzyskie,Powiat sandomierski,G.Wilczyce,2609082,3851,0,3851
Wojewodztwo Świętokrzyskie,Powiat sandomierski,M-W.Zawichost,2609093,4706,1881,2825
Wojewodztwo Świętokrzyskie,Powiat skarżyski,M.Skarżysko-Kamienna,2610011,48580,48580,0
Wojewodztwo Świętokrzyskie,Powiat skarżyski,G.Bliżyn,2610022,8521,0,8521
Wojewodztwo Świętokrzyskie,Powiat skarżyski,G.Łączna,2610032,5337,0,5337
Wojewodztwo Świętokrzyskie,Powiat skarżyski,G.Skarżysko Kościelne,2610042,6291,0,6291
Wojewodztwo Świętokrzyskie,Powiat skarżyski,M-W.Suchedniów,2610053,10741,8849,1892
Wojewodztwo Świętokrzyskie,Powiat starachowicki,M.Starachowice,2611011,52359,52359,0
Wojewodztwo Świętokrzyskie,Powiat starachowicki,G.Brody,2611022,11165,0,11165
Wojewodztwo Świętokrzyskie,Powiat starachowicki,G.Mirzec,2611032,8445,0,8445
Wojewodztwo Świętokrzyskie,Powiat starachowicki,G.Pawłów,2611042,15320,0,15320
Wojewodztwo Świętokrzyskie,Powiat starachowicki,M-W.Wąchock,2611053,7167,2884,4283
Wojewodztwo Świętokrzyskie,Powiat staszowski,G.Bogoria,2612012,7975,0,7975
Wojewodztwo Świętokrzyskie,Powiat staszowski,G.Łubnice,2612022,4358,0,4358
Wojewodztwo Świętokrzyskie,Powiat staszowski,G.Oleśnica,2612032,3970,0,3970
Wojewodztwo Świętokrzyskie,Powiat staszowski,M-W.Osiek,2612043,7872,2004,5868
Wojewodztwo Świętokrzyskie,Powiat staszowski,M-W.Połaniec,2612053,12084,8448,3636
Wojewodztwo Świętokrzyskie,Powiat staszowski,G.Rytwiany,2612062,6440,0,6440
Wojewodztwo Świętokrzyskie,Powiat staszowski,M-W.Staszów,2612073,26749,15760,10989
Wojewodztwo Świętokrzyskie,Powiat staszowski,G.Szydłów,2612082,4841,0,4841
Wojewodztwo Świętokrzyskie,Powiat włoszczowski,G.Kluczewsko,2613012,5280,0,5280
Wojewodztwo Świętokrzyskie,Powiat włoszczowski,G.Krasocin,2613022,10837,0,10837
Wojewodztwo Świętokrzyskie,Powiat włoszczowski,G.Moskorzew,2613032,2803,0,2803
Wojewodztwo Świętokrzyskie,Powiat włoszczowski,G.Radków,2613042,2575,0,2575
Wojewodztwo Świętokrzyskie,Powiat włoszczowski,G.Secemin,2613052,4997,0,4997
Wojewodztwo Świętokrzyskie,Powiat włoszczowski,M-W.Włoszczowa,2613063,20347,10823,9524
Wojewodztwo Świętokrzyskie,Powiat włoszczowski,m. Kielce,2661,202196,202196,0
Wojewodztwo Warmińsko-mazurskie,Powiat bartoszycki,M.Bartoszyce,2801011,25022,25022,0
Wojewodztwo Warmińsko-mazurskie,Powiat bartoszycki,M.Górowo Iławeckie,2801021,4424,4424,0
Wojewodztwo Warmińsko-mazurskie,Powiat bartoszycki,G.Bartoszyce,2801032,11045,0,11045
Wojewodztwo Warmińsko-mazurskie,Powiat bartoszycki,M-W.Bisztynek,2801043,6829,2554,4275
Wojewodztwo Warmińsko-mazurskie,Powiat bartoszycki,G.Górowo Iławeckie,2801052,7189,0,7189
Wojewodztwo Warmińsko-mazurskie,Powiat bartoszycki,M-W.Sępopol,2801063,6779,2127,4652
Wojewodztwo Warmińsko-mazurskie,Powiat braniewski,M.Braniewo,2802011,17778,17778,0
Wojewodztwo Warmińsko-mazurskie,Powiat braniewski,G.Braniewo,2802022,6379,0,6379
Wojewodztwo Warmińsko-mazurskie,Powiat braniewski,M-W.Frombork,2802033,3758,2476,1282
Wojewodztwo Warmińsko-mazurskie,Powiat braniewski,G.Lelkowo,2802042,3086,0,3086
Wojewodztwo Warmińsko-mazurskie,Powiat braniewski,M-W.Pieniężno,2802053,6746,2988,3758
Wojewodztwo Warmińsko-mazurskie,Powiat braniewski,G.Płoskinia,2802062,2653,0,2653
Wojewodztwo Warmińsko-mazurskie,Powiat braniewski,G.Wilczęta,2802072,3144,0,3144
Wojewodztwo Warmińsko-mazurskie,Powiat działdowski,M.Działdowo,2803011,21619,21619,0
Wojewodztwo Warmińsko-mazurskie,Powiat działdowski,G.Działdowo,2803022,9777,0,9777
Wojewodztwo Warmińsko-mazurskie,Powiat działdowski,G.Iłowo-Osada,2803032,7368,0,7368
Wojewodztwo Warmińsko-mazurskie,Powiat działdowski,M-W.Lidzbark,2803043,14739,8275,6464
Wojewodztwo Warmińsko-mazurskie,Powiat działdowski,G.Płośnica,2803052,5950,0,5950
Wojewodztwo Warmińsko-mazurskie,Powiat działdowski,G.Rybno,2803062,7372,0,7372
Wojewodztwo Warmińsko-mazurskie,Powiat elbląski,G.Elbląg,2804012,7150,0,7150
Wojewodztwo Warmińsko-mazurskie,Powiat elbląski,G.Godkowo,2804022,3328,0,3328
Wojewodztwo Warmińsko-mazurskie,Powiat elbląski,G.Gronowo Elbląskie,2804032,5173,0,5173
Wojewodztwo Warmińsko-mazurskie,Powiat elbląski,G.Markusy,2804042,4219,0,4219
Wojewodztwo Warmińsko-mazurskie,Powiat elbląski,G.Milejewo,2804052,3200,0,3200
Wojewodztwo Warmińsko-mazurskie,Powiat elbląski,M-W.Młynary,2804063,4634,1870,2764
Wojewodztwo Warmińsko-mazurskie,Powiat elbląski,M-W.Pasłęk,2804073,19672,12396,7276
Wojewodztwo Warmińsko-mazurskie,Powiat elbląski,G.Rychliki,2804082,4112,0,4112
Wojewodztwo Warmińsko-mazurskie,Powiat elbląski,M-W.Tolkmicko,2804093,6838,2819,4019
Wojewodztwo Warmińsko-mazurskie,Powiat ełcki,M.Ełk,2805011,59044,59044,0
Wojewodztwo Warmińsko-mazurskie,Powiat ełcki,G.Ełk,2805022,10930,0,10930
Wojewodztwo Warmińsko-mazurskie,Powiat ełcki,G.Kalinowo,2805032,7052,0,7052
Wojewodztwo Warmińsko-mazurskie,Powiat ełcki,G.Prostki,2805042,7552,0,7552
Wojewodztwo Warmińsko-mazurskie,Powiat ełcki,G.Stare Juchy,2805052,3974,0,3974
Wojewodztwo Warmińsko-mazurskie,Powiat giżycki,M.Giżycko,2806011,30178,30178,0
Wojewodztwo Warmińsko-mazurskie,Powiat giżycki,G.Giżycko,2806042,8028,0,8028
Wojewodztwo Warmińsko-mazurskie,Powiat giżycki,G.Kruklanki,2806052,3139,0,3139
Wojewodztwo Warmińsko-mazurskie,Powiat giżycki,G.Miłki,2806062,3919,0,3919
Wojewodztwo Warmińsko-mazurskie,Powiat giżycki,M-W.Ryn,2806083,5888,2995,2893
Wojewodztwo Warmińsko-mazurskie,Powiat giżycki,G.Wydminy,2806102,6637,0,6637
Wojewodztwo Warmińsko-mazurskie,Powiat iławski,M.Iława,2807011,33321,33321,0
Wojewodztwo Warmińsko-mazurskie,Powiat iławski,M.Lubawa,2807021,9951,9951,0
Wojewodztwo Warmińsko-mazurskie,Powiat iławski,G.Iława,2807032,12612,0,12612
Wojewodztwo Warmińsko-mazurskie,Powiat iławski,M-W.Kisielice,2807043,6217,2204,4013
Wojewodztwo Warmińsko-mazurskie,Powiat iławski,G.Lubawa,2807052,10572,0,10572
Wojewodztwo Warmińsko-mazurskie,Powiat iławski,M-W.Susz,2807063,13126,5748,7378
Wojewodztwo Warmińsko-mazurskie,Powiat iławski,M-W.Zalewo,2807073,7116,2227,4889
Wojewodztwo Warmińsko-mazurskie,Powiat kętrzyński,M.Kętrzyn,2808011,28466,28466,0
Wojewodztwo Warmińsko-mazurskie,Powiat kętrzyński,G.Barciany,2808022,6782,0,6782
Wojewodztwo Warmińsko-mazurskie,Powiat kętrzyński,G.Kętrzyn,2808032,8439,0,8439
Wojewodztwo Warmińsko-mazurskie,Powiat kętrzyński,M-W.Korsze,2808043,10613,4644,5969
Wojewodztwo Warmińsko-mazurskie,Powiat kętrzyński,M-W.Reszel,2808053,8219,4986,3233
Wojewodztwo Warmińsko-mazurskie,Powiat kętrzyński,G.Srokowo,2808062,4118,0,4118
Wojewodztwo Warmińsko-mazurskie,Powiat lidzbarski,M.Lidzbark Warmiński,2809011,16639,16639,0
Wojewodztwo Warmińsko-mazurskie,Powiat lidzbarski,G.Kiwity,2809022,3429,0,3429
Wojewodztwo Warmińsko-mazurskie,Powiat lidzbarski,G.Lidzbark Warmiński,2809032,6803,0,6803
Wojewodztwo Warmińsko-mazurskie,Powiat lidzbarski,G.Lubomino,2809042,3652,0,3652
Wojewodztwo Warmińsko-mazurskie,Powiat lidzbarski,M-W.Orneta,2809053,12659,9243,3416
Wojewodztwo Warmińsko-mazurskie,Powiat mrągowski,M.Mrągowo,2810011,22324,22324,0
Wojewodztwo Warmińsko-mazurskie,Powiat mrągowski,M-W.Mikołajki,2810023,8566,3968,4598
Wojewodztwo Warmińsko-mazurskie,Powiat mrągowski,G.Mrągowo,2810032,7865,0,7865
Wojewodztwo Warmińsko-mazurskie,Powiat mrągowski,G.Piecki,2810042,7928,0,7928
Wojewodztwo Warmińsko-mazurskie,Powiat mrągowski,G.Sorkwity,2810052,4746,0,4746
Wojewodztwo Warmińsko-mazurskie,Powiat nidzicki,G.Janowiec Kościelny,2811012,3421,0,3421
Wojewodztwo Warmińsko-mazurskie,Powiat nidzicki,G.Janowo,2811022,2897,0,2897
Wojewodztwo Warmińsko-mazurskie,Powiat nidzicki,G.Kozłowo,2811032,6334,0,6334
Wojewodztwo Warmińsko-mazurskie,Powiat nidzicki,M-W.Nidzica,2811043,21712,14544,7168
Wojewodztwo Warmińsko-mazurskie,Powiat nowomiejski,M.Nowe Miasto Lubawskie,2812011,11166,11166,0
Wojewodztwo Warmińsko-mazurskie,Powiat nowomiejski,G.Biskupiec,2812022,9647,0,9647
Wojewodztwo Warmińsko-mazurskie,Powiat nowomiejski,G.Grodziczno,2812032,6402,0,6402
Wojewodztwo Warmińsko-mazurskie,Powiat nowomiejski,G.Kurzętnik,2812042,9013,0,9013
Wojewodztwo Warmińsko-mazurskie,Powiat nowomiejski,G.Nowe Miasto Lubawskie,2812052,8044,0,8044
Wojewodztwo Warmińsko-mazurskie,Powiat olecki,G.Kowale Oleckie,2813032,5436,0,5436
Wojewodztwo Warmińsko-mazurskie,Powiat olecki,M-W.Olecko,2813043,22163,16557,5606
Wojewodztwo Warmińsko-mazurskie,Powiat olecki,G.Świętajno,2813052,3994,0,3994
Wojewodztwo Warmińsko-mazurskie,Powiat olecki,G.Wieliczki,2813062,3474,0,3474
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,M-W.Barczewo,2814013,17083,7349,9734
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,M-W.Biskupiec,2814023,19309,10657,8652
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,M-W.Dobre Miasto,2814033,16199,10730,5469
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,G.Dywity,2814042,10453,0,10453
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,G.Gietrzwałd,2814052,6019,0,6019
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,M-W.Jeziorany,2814063,8075,3351,4724
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,G.Jonkowo,2814072,6634,0,6634
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,G.Kolno,2814082,3422,0,3422
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,M-W.Olsztynek,2814093,13947,7725,6222
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,G.Purda,2814102,8157,0,8157
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,G.Stawiguda,2814112,6440,0,6440
Wojewodztwo Warmińsko-mazurskie,Powiat olsztyński,G.Świątki,2814122,4224,0,4224
Wojewodztwo Warmińsko-mazurskie,Powiat ostródzki,M.Ostróda,2815011,34060,34060,0
Wojewodztwo Warmińsko-mazurskie,Powiat ostródzki,G.Dąbrówno,2815022,4523,0,4523
Wojewodztwo Warmińsko-mazurskie,Powiat ostródzki,G.Grunwald,2815032,5837,0,5837
Wojewodztwo Warmińsko-mazurskie,Powiat ostródzki,G.Łukta,2815042,4496,0,4496
Wojewodztwo Warmińsko-mazurskie,Powiat ostródzki,G.Małdyty,2815052,6522,0,6522
Wojewodztwo Warmińsko-mazurskie,Powiat ostródzki,M-W.Miłakowo,2815063,5814,2734,3080
Wojewodztwo Warmińsko-mazurskie,Powiat ostródzki,M-W.Miłomłyn,2815073,5102,2416,2686
Wojewodztwo Warmińsko-mazurskie,Powiat ostródzki,M-W.Morąg,2815083,25245,14586,10659
Wojewodztwo Warmińsko-mazurskie,Powiat ostródzki,G.Ostróda,2815092,15834,0,15834
Wojewodztwo Warmińsko-mazurskie,Powiat piski,M-W.Biała Piska,2816013,12399,4158,8241
Wojewodztwo Warmińsko-mazurskie,Powiat piski,M-W.Orzysz,2816023,9600,5905,3695
Wojewodztwo Warmińsko-mazurskie,Powiat piski,M-W.Pisz,2816033,27957,19675,8282
Wojewodztwo Warmińsko-mazurskie,Powiat piski,M-W.Ruciane-Nida,2816043,8548,4821,3727
Wojewodztwo Warmińsko-mazurskie,Powiat szczycieński,M.Szczytno,2817011,25254,25254,0
Wojewodztwo Warmińsko-mazurskie,Powiat szczycieński,G.Dźwierzuty,2817022,6818,0,6818
Wojewodztwo Warmińsko-mazurskie,Powiat szczycieński,G.Jedwabno,2817032,3700,0,3700
Wojewodztwo Warmińsko-mazurskie,Powiat szczycieński,M-W.Pasym,2817043,5391,2532,2859
Wojewodztwo Warmińsko-mazurskie,Powiat szczycieński,G.Rozogi,2817052,5816,0,5816
Wojewodztwo Warmińsko-mazurskie,Powiat szczycieński,G.Szczytno,2817062,11706,0,11706
Wojewodztwo Warmińsko-mazurskie,Powiat szczycieński,G.Świętajno,2817072,6116,0,6116
Wojewodztwo Warmińsko-mazurskie,Powiat szczycieński,G.Wielbark,2817082,6564,0,6564
Wojewodztwo Warmińsko-mazurskie,Powiat gołdapski,G.Banie Mazurskie,2818012,3967,0,3967
Wojewodztwo Warmińsko-mazurskie,Powiat gołdapski,G.Dubeninki,2818022,3132,0,3132
Wojewodztwo Warmińsko-mazurskie,Powiat gołdapski,M-W.Gołdap,2818033,20466,13788,6678
Wojewodztwo Warmińsko-mazurskie,Powiat węgorzewski,G.Budry,2819012,3003,0,3003
Wojewodztwo Warmińsko-mazurskie,Powiat węgorzewski,G.Pozezdrze,2819022,3441,0,3441
Wojewodztwo Warmińsko-mazurskie,Powiat węgorzewski,M-W.Węgorzewo,2819033,17371,11749,5622
Wojewodztwo Warmińsko-mazurskie,Powiat węgorzewski,m. Elbląg,2861,124668,124668,0
Wojewodztwo Warmińsko-mazurskie,Powiat węgorzewski,m. Olsztyn,2862,174645,174645,0
Wojewodztwo Wielkopolskie,Powiat chodzieski,M.Chodzież,3001011,19715,19715,0
Wojewodztwo Wielkopolskie,Powiat chodzieski,G.Budzyń,3001022,8405,0,8405
Wojewodztwo Wielkopolskie,Powiat chodzieski,G.Chodzież,3001032,5741,0,5741
Wojewodztwo Wielkopolskie,Powiat chodzieski,M-W.Margonin,3001043,6426,3038,3388
Wojewodztwo Wielkopolskie,Powiat chodzieski,M-W.Szamocin,3001053,7550,4356,3194
Wojewodztwo Wielkopolskie,Powiat czarnkowsko-trzcianecki,M.Czarnków,3002011,11543,11543,0
Wojewodztwo Wielkopolskie,Powiat czarnkowsko-trzcianecki,G.Czarnków,3002022,11054,0,11054
Wojewodztwo Wielkopolskie,Powiat czarnkowsko-trzcianecki,G.Drawsko,3002032,6015,0,6015
Wojewodztwo Wielkopolskie,Powiat czarnkowsko-trzcianecki,M-W.Krzyż Wielkopolski,3002043,8824,6240,2584
Wojewodztwo Wielkopolskie,Powiat czarnkowsko-trzcianecki,G.Lubasz,3002052,7337,0,7337
Wojewodztwo Wielkopolskie,Powiat czarnkowsko-trzcianecki,G.Połajewo,3002062,6254,0,6254
Wojewodztwo Wielkopolskie,Powiat czarnkowsko-trzcianecki,M-W.Trzcianka,3002073,24490,17424,7066
Wojewodztwo Wielkopolskie,Powiat czarnkowsko-trzcianecki,M-W.Wieleń,3002083,12787,6042,6745
Wojewodztwo Wielkopolskie,Powiat gnieźnieński,M.Gniezno,3003011,70322,70322,0
Wojewodztwo Wielkopolskie,Powiat gnieźnieński,M-W.Czerniejewo,3003023,7172,2639,4533
Wojewodztwo Wielkopolskie,Powiat gnieźnieński,G.Gniezno,3003032,9833,0,9833
Wojewodztwo Wielkopolskie,Powiat gnieźnieński,G.Kiszkowo,3003042,5352,0,5352
Wojewodztwo Wielkopolskie,Powiat gnieźnieński,M-W.Kłecko,3003053,7580,2684,4896
Wojewodztwo Wielkopolskie,Powiat gnieźnieński,G.Łubowo,3003062,5952,0,5952
Wojewodztwo Wielkopolskie,Powiat gnieźnieński,G.Mieleszyn,3003072,4061,0,4061
Wojewodztwo Wielkopolskie,Powiat gnieźnieński,G.Niechanowo,3003082,5594,0,5594
Wojewodztwo Wielkopolskie,Powiat gnieźnieński,M-W.Trzemeszno,3003093,14366,7800,6566
