"x","y"
1,19.1540627209949
2,15.2980309296584
3,10.4944873581948
4,6.15283415147565
5,3.51200503746486
6,3.56243986157181
7,1.2664436473936
8,2.02637795712155
9,1.71157413523373
11,0.779700315983427
15,0.758293740641305
16,1.10510409644245
18,0.102549267770311
